business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,price_level,url
CLOSED_TEMPORARILY,"H5W3+CFW, Sokong, Tanjung, North Lombok Regency, West Nusa Tenggara 83352, Indonesia","{'location': {'lat': -8.4038819, 'lng': 116.1537108}, 'viewport': {'northeast': {'lat': -8.402454820107277, 'lng': 116.1549464298927}, 'southwest': {'lat': -8.405154479892722, 'lng': 116.1522467701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Polas sanset,True,,ChIJ-YKB04fbzS0Ryv86Te0MAsg,0.0,ChIJ-YKB04fbzS0Ryv86Te0MAsg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-YKB04fbzS0Ryv86Te0MAsg
OPERATIONAL,"J49M+85Q, Medana, Tanjung, North Lombok Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.3816735, 'lng': 116.1329888}, 'viewport': {'northeast': {'lat': -8.380337470107278, 'lng': 116.1339013298927}, 'southwest': {'lat': -8.383037129892722, 'lng': 116.1312016701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KWT TAMARA,,,ChIJz0yDPdPdzS0RXKCteeCin14,5.0,ChIJz0yDPdPdzS0RXKCteeCin14,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJz0yDPdPdzS0RXKCteeCin14
CLOSED_TEMPORARILY,"J5C6+G3R, jln murkencong,dusun kencong, Sokong, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.3786353, 'lng': 116.160135}, 'viewport': {'northeast': {'lat': -8.377429120107278, 'lng': 116.1618226298927}, 'southwest': {'lat': -8.380128779892722, 'lng': 116.1591229701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gardu Pandang Murkencong,True,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113494535471411197503"">A Google User</a>'], 'photo_reference': 'AUGGfZnWJCC3jOOtuWURKTEdZf9iENiYOnxPyD9451apS5QuXpI2fmowTTU0pB83PkvMecYyuqRCNUrdLQMpwQxbKKpQPYyTKZisCj_Sd9mlC2Evd0jLYIwa3D_NwRK7z31tIg5RolRvj1sp_kt11vU6jfccmdxMglRb3omZyR7H9fOgSowp', 'width': 4160}]",ChIJTxu3uKHbzS0R-7aix8YD5fI,4.4,ChIJTxu3uKHbzS0R-7aix8YD5fI,"['tourist_attraction', 'point_of_interest', 'establishment']",21,,,,https://www.google.com/maps/place/?q=place_id:ChIJTxu3uKHbzS0R-7aix8YD5fI
OPERATIONAL,"Sigar Penjalin, Tanjung, North Lombok Regency, West Nusa Tenggara 83352, Indonesia","{'location': {'lat': -8.401741699999999, 'lng': 116.1230391}, 'viewport': {'northeast': {'lat': -8.400158620107277, 'lng': 116.1249827298927}, 'southwest': {'lat': -8.402858279892722, 'lng': 116.1222830701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Bukit Cahaya Rangsot,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105996650374969474823"">siti kholisoh ahyani</a>'], 'photo_reference': 'AUGGfZlnh1-FPziCgPf-iOCxNhT0p0FoLW7dyfcapplWdR1PEmPcWjbQZ6ZPgBnyqxmjrOSUhMAPwIEBNpdX8xr9CFan0U1WweVRzvsjH8MXKG3QQtwK6V_PUnAJXHiw8935N01Nc7WixApNetatHTIgAODImWKHrImrA21hjB-gZqTYBRgs', 'width': 3024}]",ChIJ47KAfzDdzS0RihD_fO_zxE8,5.0,ChIJ47KAfzDdzS0RihD_fO_zxE8,"['campground', 'tourist_attraction', 'lodging', 'park', 'point_of_interest', 'establishment']",6,,"{'compound_code': 'H4XF+86 Sigar Penjalin, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RH4XF+86'}",,https://www.google.com/maps/place/?q=place_id:ChIJ47KAfzDdzS0RihD_fO_zxE8
OPERATIONAL,"Tanak, Song Lauk, Jenggala, Tanjung, North Lombok Regency, West Nusa Tenggara 83353, Indonesia","{'location': {'lat': -8.3452012, 'lng': 116.170649}, 'viewport': {'northeast': {'lat': -8.343840770107278, 'lng': 116.1720603798927}, 'southwest': {'lat': -8.346540429892721, 'lng': 116.1693607201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tasola Beach Village,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115849791944063796395"">Lala Amalia</a>'], 'photo_reference': 'AUGGfZlX8eCvOhJHjJmPJOdC9gEeYyL-vYRnFCQlXQaEMGsJfBsfNQkTbZx6hANSz3ctOX-ta9wC-qNiFBFY7dsTDKnjRDYWsoaJe62n36r8AE6SF1bD4OKPSxQwN33u-lOJhMhweBI9VSMsNtKj8U21gf2K4cSaykTLelVoYvS2aKWP5kfv', 'width': 4032}]",ChIJKX8LLCnbzS0R9-eKPCJTM3U,4.4,ChIJKX8LLCnbzS0R9-eKPCJTM3U,"['tourist_attraction', 'car_rental', 'travel_agency', 'restaurant', 'food', 'point_of_interest', 'establishment']",44,{'open_now': True},"{'compound_code': 'M53C+W7 Jenggala, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RM53C+W7'}",,https://www.google.com/maps/place/?q=place_id:ChIJKX8LLCnbzS0R9-eKPCJTM3U
OPERATIONAL,"F3J7+H4F, Batu Layar, West Lombok Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.5185608, 'lng': 116.0628044}, 'viewport': {'northeast': {'lat': -8.517106370107278, 'lng': 116.0643123798927}, 'southwest': {'lat': -8.519806029892722, 'lng': 116.0616127201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata tanjung menangis,,,ChIJGU_mjHzBzS0RIPt8XaUk5Oo,4.0,ChIJGU_mjHzBzS0RIPt8XaUk5Oo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJGU_mjHzBzS0RIPt8XaUk5Oo
OPERATIONAL,"Medana, Tanjung, North Lombok Regency, West Nusa Tenggara 83352, Indonesia","{'location': {'lat': -8.3595174, 'lng': 116.1233621}, 'viewport': {'northeast': {'lat': -8.358403770107278, 'lng': 116.1245842298927}, 'southwest': {'lat': -8.361103429892722, 'lng': 116.1218845701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Makam Medana,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109217083702922587440"">OREGADE GATI</a>'], 'photo_reference': 'AUGGfZkszkUEyuEYyD5WlhyBRw6lqpZRz7T0-Ib5hwuHBHbUSCoNRyn8GLo-XmNr5hCFfGEPOyZ33ju4jgkOaGR1Ku6s6chrps1WD_o8VC4q8b5o_c0egLRKff1M2tuukrhsga0G_Szoaa2Z6-8SWBLjG4PI2DD2bQN3s0hP1cTY9B8jo5Uh', 'width': 4032}]",ChIJt7ys8BHczS0RdSkRZJVMDBs,5.0,ChIJt7ys8BHczS0RdSkRZJVMDBs,"['tourist_attraction', 'point_of_interest', 'establishment']",9,,"{'compound_code': 'J4RF+58 Medana, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RJ4RF+58'}",,https://www.google.com/maps/place/?q=place_id:ChIJt7ys8BHczS0RdSkRZJVMDBs
OPERATIONAL,"J55Q+8MJ, Jl. Pekatan, dusun dasan, Jenggala, Kec. Tj., Kabupaten Lombok Tengah, Nusa Tenggara Bar., Indonesia","{'location': {'lat': -8.3916545, 'lng': 116.1891371}, 'viewport': {'northeast': {'lat': -8.390273970107277, 'lng': 116.1905152298928}, 'southwest': {'lat': -8.39297362989272, 'lng': 116.1878155701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,river tubing pekatan,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112440739106864370084"">A Google User</a>'], 'photo_reference': 'AUGGfZnf2QFEZt2g9jRKAXXTVeWYnpPQESXi06OM1748PVPawQDTYLrzohMQT6tK2GFvJUlEhsmwYgvr7qtbhBNJ-0s39GBhuTA798-aieWHxPKSXmNmW-xWouodOPgP21wOI9n5bN4HX9SXdtOeQ9FK4UiwcitFA38TROqsusodzEamKHRR', 'width': 2340}]",ChIJTxIWapXbzS0RPosNUxKBtpQ,4.7,ChIJTxIWapXbzS0RPosNUxKBtpQ,"['tourist_attraction', 'point_of_interest', 'establishment']",3,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJTxIWapXbzS0RPosNUxKBtpQ
CLOSED_TEMPORARILY,"Gg. Devi No.114AA, Medana, Kec. Tj., Kota Medan, Sumatera Utara, Indonesia","{'location': {'lat': -8.3616795, 'lng': 116.1360518}, 'viewport': {'northeast': {'lat': -8.360775870107279, 'lng': 116.1370858298927}, 'southwest': {'lat': -8.363475529892723, 'lng': 116.1343861701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dusun Nusantara lombok utara,True,,ChIJEaxJFNrbzS0R841XWRtGc_c,0.0,ChIJEaxJFNrbzS0R841XWRtGc_c,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"{'compound_code': 'J4QP+8C Medana, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RJ4QP+8C'}",,https://www.google.com/maps/place/?q=place_id:ChIJEaxJFNrbzS0R841XWRtGc_c
OPERATIONAL,"Senaru, Tanjung, North Lombok Regency, West Nusa Tenggara 83666, Indonesia","{'location': {'lat': -8.3847332, 'lng': 116.4001423}, 'viewport': {'northeast': {'lat': -8.383383370107277, 'lng': 116.4014921298928}, 'southwest': {'lat': -8.38608302989272, 'lng': 116.3987924701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Senaru Crater Rim,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114605956459699909044"">Nan Zhao</a>'], 'photo_reference': 'AUGGfZlG6pUOe5sR-F7H6GVuop7cOPJiXNnDawAbCUELK0eED5ElvxoIDbgTgc_xo5qVKwOruroIRRdLkCQylvV03-5eniJAEiiSfO8nE4jCSzRDQKzfS6InGsY5HchFt_mcWwl4JOYADF5ic1icd7PHPA9cddD1nci-aAyjblP5r8c-Ll8r', 'width': 4032}]",ChIJHT8cuiHNzS0Rx9yqK16wWQU,4.8,ChIJHT8cuiHNzS0Rx9yqK16wWQU,"['tourist_attraction', 'point_of_interest', 'establishment']",97,{'open_now': True},"{'compound_code': 'JC82+43 Senaru, North Lombok Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3RJC82+43'}",,https://www.google.com/maps/place/?q=place_id:ChIJHT8cuiHNzS0Rx9yqK16wWQU
OPERATIONAL,"J4RF+76C, Jl. Oberoi, Jl. Pantai Medana, Sigar Penjalin, Tanjung, Sigar Penjalin, Lombok Utara, Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia","{'location': {'lat': -8.359302399999999, 'lng': 116.1230103}, 'viewport': {'northeast': {'lat': -8.358296570107278, 'lng': 116.1244298298927}, 'southwest': {'lat': -8.360996229892722, 'lng': 116.1217301701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_hindu-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_hindu_pinlet,Pura Medana,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117232246607866830696"">Wayan Pura</a>'], 'photo_reference': 'AUGGfZmvb647r2UWQczcrskgBbKX9cT9T8EYQCncJxyD9b33DKgYTfu_eiJRwlu4eduCVGeP4P-FQiB8c9GDeIJhAN8MFAWRoDz3OCasRjn6aNMy0n8ISvy444iu_GEC830TSfeUMSWj1SEv8PyY7cYcAKt-tLlC5MBW_G2stz-0C-Ylgwah', 'width': 4000}]",ChIJ6YBZHBLczS0R5HmS6YBwLYU,4.7,ChIJ6YBZHBLczS0R5HmS6YBwLYU,"['hindu_temple', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",46,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6YBZHBLczS0R5HmS6YBwLYU
CLOSED_PERMANENTLY,"H5CG+W9J, Tegal Maja, Tanjung, North Lombok Regency, West Nusa Tenggara 83352, Indonesia","{'location': {'lat': -8.4280816, 'lng': 116.1757234}, 'viewport': {'northeast': {'lat': -8.426782220107281, 'lng': 116.1764433298927}, 'southwest': {'lat': -8.429481879892725, 'lng': 116.1737436701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lokok bunut,True,,ChIJu_vew03FzS0RzN_cuyCBQUg,0.0,ChIJu_vew03FzS0RzN_cuyCBQUg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJu_vew03FzS0RzN_cuyCBQUg
