business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,price_level,plus_code,url
OPERATIONAL,"Jl. Hi. Arto Naue No.16, Hulawa, Kec. Telaga, Kabupaten Gorontalo, Gorontalo 96181, Indonesia","{'location': {'lat': 0.5997246, 'lng': 123.0476595}, 'viewport': {'northeast': {'lat': 0.6011428298927223, 'lng': 123.0489890798927}, 'southwest': {'lat': 0.5984431701072779, 'lng': 123.0462894201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MahLuna Iz,,,ChIJBZVMPwAteTIRvDYkPrzngdg,0.0,ChIJBZVMPwAteTIRvDYkPrzngdg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"{'compound_code': 'H2XX+V2 Hulawa, Gorontalo Regency, Gorontalo, Indonesia', 'global_code': '6QG5H2XX+V2'}",https://www.google.com/maps/place/?q=place_id:ChIJBZVMPwAteTIRvDYkPrzngdg
OPERATIONAL,"H3M9+388, East Bulotada, Sipatana, Gorontalo Regency, Gorontalo 96139, Indonesia","{'location': {'lat': 0.5829462, 'lng': 123.0682455}, 'viewport': {'northeast': {'lat': 0.5843030798927222, 'lng': 123.0695760798927}, 'southwest': {'lat': 0.5816034201072777, 'lng': 123.0668764201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah le iki,,,ChIJTZYY87steTIR0Ut5bbH2308,3.0,ChIJTZYY87steTIR0Ut5bbH2308,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJTZYY87steTIR0Ut5bbH2308
OPERATIONAL,"F2W9+H6V, Bongo, Batudaa Pantai, Gorontalo Regency, Gorontalo 96131, Indonesia","{'location': {'lat': 0.4964945, 'lng': 123.0180513}, 'viewport': {'northeast': {'lat': 0.4979519298927221, 'lng': 123.0193511298927}, 'southwest': {'lat': 0.4952522701072777, 'lng': 123.0166514701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Lopo,,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116748086135983865615"">A Google User</a>'], 'photo_reference': 'AUGGfZlJSLfoLk4LbLa4HNoDdVIem4v9_IXKS0MeFsIVfbH3tQxJm-kkUEEKkEMV5bjxeu-UzG8V1krECouffWDNKv8oMOwfTrRndhBlWd0jPoXYPnsSuJ2pXXMO192e3gJ11i9Ucb0g65xnGclWfy5pr6JEUke89uek9iMj_xgMR_FSU4qQ', 'width': 4000}]",ChIJg9zJzIvVeDIRcBKueBJbVhs,5.0,ChIJg9zJzIvVeDIRcBKueBJbVhs,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJg9zJzIvVeDIRcBKueBJbVhs
OPERATIONAL,"H2GR+6FV, Jl. Raja Wadipalapa, Bulila, Kec. Telaga, Kabupaten Gorontalo, Gorontalo, Indonesia","{'location': {'lat': 0.5755987, 'lng': 123.0411669}, 'viewport': {'northeast': {'lat': 0.5769271798927222, 'lng': 123.0424585298927}, 'southwest': {'lat': 0.5742275201072777, 'lng': 123.0397588701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Kompos Masaro,,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110587926547971012799"">A Google User</a>'], 'photo_reference': 'AUGGfZn0mhEsoLu_UsQM-17djt8MLKqDiNdiQm-gbG7KPoDSupu78JnBptIYfCWnEiobIO1N1WAElIQjG9ekpd_od1uPR2umVL_mFCeWumcDzy-jut01Kkk5E8tB9x0EEL5SsqxQfzYxk2ONKmKRiKzpJrhaQ4PWhhlmHPe2PMYCSZdaTjZH', 'width': 4128}]",ChIJ2XPy7woteTIREOCImH484Q0,5.0,ChIJ2XPy7woteTIREOCImH484Q0,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJ2XPy7woteTIREOCImH484Q0
OPERATIONAL,"H237+5XG, Tabumela, Tilango, Gorontalo Regency, Gorontalo 96181, Indonesia","{'location': {'lat': 0.5529476999999999, 'lng': 123.0149436}, 'viewport': {'northeast': {'lat': 0.5542986298927223, 'lng': 123.0162633298927}, 'southwest': {'lat': 0.5515989701072778, 'lng': 123.0135636701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pintu Air Danau Limboto,,,ChIJ7Tk7OAAreTIRu48OSgIqZ8Q,0.0,ChIJ7Tk7OAAreTIRu48OSgIqZ8Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ7Tk7OAAreTIRu48OSgIqZ8Q
OPERATIONAL,"F2R7+W7, Lopo, Batudaa Pantai, Gorontalo Regency, Gorontalo, Indonesia","{'location': {'lat': 0.492299, 'lng': 123.0131489}, 'viewport': {'northeast': {'lat': 0.4953813499999999, 'lng': 123.0146815298927}, 'southwest': {'lat': 0.4912715499999999, 'lng': 123.0119818701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman pantai wisata hungayo kiki,,,ChIJ94L8WADVeDIRRxfmX-OAoXo,0.0,ChIJ94L8WADVeDIRRxfmX-OAoXo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ94L8WADVeDIRRxfmX-OAoXo
OPERATIONAL,"F3QH+WF8, South Leato, Kota Timur, Kota Gorontalo, Gorontalo 96116, Indonesia","{'location': {'lat': 0.4897879, 'lng': 123.0787125}, 'viewport': {'northeast': {'lat': 0.4911445298927222, 'lng': 123.0799844798927}, 'southwest': {'lat': 0.4884448701072778, 'lng': 123.0772848201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Senja Camping,{'open_now': True},,ChIJQ6vXsrLVeDIRKQSB69tTPCI,0.0,ChIJQ6vXsrLVeDIRKQSB69tTPCI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJQ6vXsrLVeDIRKQSB69tTPCI
OPERATIONAL,"F2W2+553, Kayubulan, Batudaa Pantai, Gorontalo Regency, Gorontalo 96272, Indonesia","{'location': {'lat': 0.4953823, 'lng': 123.0004346}, 'viewport': {'northeast': {'lat': 0.4967751798927223, 'lng': 123.0018393798927}, 'southwest': {'lat': 0.4940755201072778, 'lng': 122.9991397201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kayubulan,,"[{'height': 975, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110834520604508777130"">rolyraseda001</a>'], 'photo_reference': 'AUGGfZl-VbUDF25Gc-6KE7AnGnIYfKjg7albOWxoxItibRkwA6xqY02eejbRX8fT1SSYbJfJdU6hPE5T0mAO_SnSgKmOH-cDp32AHkESLTVY0D5MINAZvtTliHaQU4C5y6Bhbkfa44vS8ro1C4BixGsTDymJBvjezie7toQ7eHDYOYa8-y66', 'width': 650}]",ChIJq35_i-_VeDIRZYjn8nD_U4Q,4.5,ChIJq35_i-_VeDIRZYjn8nD_U4Q,"['tourist_attraction', 'point_of_interest', 'establishment']",57,,,https://www.google.com/maps/place/?q=place_id:ChIJq35_i-_VeDIRZYjn8nD_U4Q
OPERATIONAL,"Jl. Trans Sulawesi No.192, Huangobotu, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo 96117, Indonesia","{'location': {'lat': 0.4693387, 'lng': 123.1052915}, 'viewport': {'northeast': {'lat': 0.4706600798927222, 'lng': 123.1065827298928}, 'southwest': {'lat': 0.4679604201072777, 'lng': 123.1038830701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lorong Duda Ganas,,,ChIJvVb7nikrfzIR4vP-PPpGhKU,0.0,ChIJvVb7nikrfzIR4vP-PPpGhKU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"{'compound_code': 'F494+P4 Huangobotu, Bone Bolango Regency, Gorontalo, Indonesia', 'global_code': '6QG5F494+P4'}",https://www.google.com/maps/place/?q=place_id:ChIJvVb7nikrfzIR4vP-PPpGhKU
OPERATIONAL,"FXRF+59J, East Biluhu, Batudaa Pantai, Gorontalo Regency, Gorontalo, Indonesia","{'location': {'lat': 0.4904571, 'lng': 122.9734002}, 'viewport': {'northeast': {'lat': 0.4918069298927222, 'lng': 122.9747500298927}, 'southwest': {'lat': 0.4891072701072778, 'lng': 122.9720503701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Biluhu Timur,{'open_now': True},"[{'height': 774, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104834018129826833650"">Hendrix YF</a>'], 'photo_reference': 'AUGGfZke_BOwsm6QO0T9iscCZafV5QGygElv10DO3LvIcTz_-WVvu1ddnwrYaxvAJab1vxs1L0jvOd5_ktuQerY-kTrwkRyjlW-FFt6eSEB3li9EpwHZ9Cl94v1yiTydXa9o4NvWrvUIdALCZwL6wElSrAqSgLZmXtOUNSSyy7YKsDjp_skR', 'width': 1032}]",ChIJ-3JZCxPWeDIR3HVsypuyqCw,4.5,ChIJ-3JZCxPWeDIR3HVsypuyqCw,"['tourist_attraction', 'point_of_interest', 'establishment']",156,,,https://www.google.com/maps/place/?q=place_id:ChIJ-3JZCxPWeDIR3HVsypuyqCw
OPERATIONAL,"Jl. Trans Sulawesi, Botutonuo, Kec. Kabila Bone, Kabupaten Bone Bolango, Gorontalo, Indonesia","{'location': {'lat': 0.4505233, 'lng': 123.1266408}, 'viewport': {'northeast': {'lat': 0.4518567298927222, 'lng': 123.1279639798927}, 'southwest': {'lat': 0.4491570701072778, 'lng': 123.1252643201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Botutonuo Gorontalo,{'open_now': False},"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118436314390126522275"">A Google User</a>'], 'photo_reference': 'AUGGfZmAR_kZ9MCfiSENQr1tui8je4RuGfc0kKeM1fUYcYOxPFuqpvtg5kxHnHW9b6FNR8rzbb9OTdKSbdbg1vIErcFVaXEBbHrKc1yxynJChjh_4wpheymBQsGiQ80CQuBQ2X6_8Ji1WIEB-q3qwDnBzbdShQKBuoM4U3e9TEI5Ve2AhG19', 'width': 1600}]",ChIJN1douXorfzIRD33v3hiiSc8,4.6,ChIJN1douXorfzIRD33v3hiiSc8,"['tourist_attraction', 'point_of_interest', 'establishment']",15,,"{'compound_code': 'F42G+6M Botutonuo, Bone Bolango Regency, Gorontalo, Indonesia', 'global_code': '6QG5F42G+6M'}",https://www.google.com/maps/place/?q=place_id:ChIJN1douXorfzIRD33v3hiiSc8
OPERATIONAL,"FXQH+GH2, Kayubulan, Batudaa Pantai, Gorontalo Regency, Gorontalo 96272, Indonesia","{'location': {'lat': 0.4885172, 'lng': 122.9789474}, 'viewport': {'northeast': {'lat': 0.4898670298927223, 'lng': 122.9802972298927}, 'southwest': {'lat': 0.4871673701072778, 'lng': 122.9775975701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,buotanga,,,ChIJ9T8lDADXeDIR_15f59F7Rdo,0.0,ChIJ9T8lDADXeDIR_15f59F7Rdo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ9T8lDADXeDIR_15f59F7Rdo
OPERATIONAL,"Jl. Hi. Arto Naue No.16, Hulawa, Kec. Telaga, Kabupaten Gorontalo, Gorontalo 96181, Indonesia","{'location': {'lat': 0.599742, 'lng': 123.047662}, 'viewport': {'northeast': {'lat': 0.6011960298927223, 'lng': 123.0490245798927}, 'southwest': {'lat': 0.5984963701072777, 'lng': 123.0463249201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Elnar,,,ChIJSSYLQgAteTIRIWToy9DoJj4,0.0,ChIJSSYLQgAteTIRIWToy9DoJj4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"{'compound_code': 'H2XX+V3 Hulawa, Gorontalo Regency, Gorontalo, Indonesia', 'global_code': '6QG5H2XX+V3'}",https://www.google.com/maps/place/?q=place_id:ChIJSSYLQgAteTIRIWToy9DoJj4
OPERATIONAL,"J32X+VXH, Bulotalangi, Bulango Timur, Bone Bolango Regency, Gorontalo, Indonesia","{'location': {'lat': 0.6021922, 'lng': 123.0999992}, 'viewport': {'northeast': {'lat': 0.6037217298927222, 'lng': 123.1010903298927}, 'southwest': {'lat': 0.6010220701072777, 'lng': 123.0983906701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ainduwa Hills,,,ChIJabh_TADTfjIRZYMLh2LmLpI,0.0,ChIJabh_TADTfjIRZYMLh2LmLpI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJabh_TADTfjIRZYMLh2LmLpI
