formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,reference,types,business_status,opening_hours,photos,plus_code,rating,user_ratings_total,permanently_closed,url
"G67C+CG7, Pagindar, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.5135376, 'lng': 98.2212979}, 'viewport': {'northeast': {'lat': 2.514887429892722, 'lng': 98.22264772989271}, 'southwest': {'lat': 2.512187770107277, 'lng': 98.21994807010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PT anhe,ChIJm8zsEwAlMDARJJfctRmzL28,ChIJm8zsEwAlMDARJJfctRmzL28,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJm8zsEwAlMDARJJfctRmzL28
"H84F+F8F, Salak II, Salak, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.5561812, 'lng': 98.32328389999999}, 'viewport': {'northeast': {'lat': 2.557552179892722, 'lng': 98.32462322989272}, 'southwest': {'lat': 2.554852520107278, 'lng': 98.32192357010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Juma Toronto Ginellang Gukguk,ChIJ3ei7eQAvMDARbYn8fZWpugY,ChIJ3ei7eQAvMDARbYn8fZWpugY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJ3ei7eQAvMDARbYn8fZWpugY
"Jl. Subulussalam - Sidikalang No.171, Sidiangkat, Kec. Sidikalang, Kabupaten Dairi, Sumatera Utara 22216, Indonesia","{'location': {'lat': 2.6988701, 'lng': 98.3035381}, 'viewport': {'northeast': {'lat': 2.700179679892722, 'lng': 98.30487062989272}, 'southwest': {'lat': 2.697480020107278, 'lng': 98.30217097010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Panatapan Puncak Sidiangkat,ChIJ35BzX5k5MDARiNjrDctGYyE,ChIJ35BzX5k5MDARiNjrDctGYyE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114997126573792423979"">A Google User</a>'], 'photo_reference': 'AUGGfZmSed_UevWdGmT5Tz4r5HoXSEiwF7sUQgDNo6fTj69NF91aad-NXJ_jMgb1NFB-guKPDlyCrVkegPX83dTz77g7RBIJOvK6Tw1VigTvTHpCaZRcFWIBTLzlkFn1IQgC2_g8P9H6hJ7gDTqRFzCGDUb8GqtYUIRA3Wqf1G0DLCaOofRU', 'width': 4000}]","{'compound_code': 'M8X3+GC Sidiangkat, Dairi Regency, North Sumatra, Indonesia', 'global_code': '6MJWM8X3+GC'}",3.3,6.0,,https://www.google.com/maps/place/?q=place_id:ChIJ35BzX5k5MDARiNjrDctGYyE
"Q826+FG7, Jl. Sidikalang - Medan, Batang Beruh, Kec. Sidikalang, Kabupaten Dairi, Sumatera Utara 22219, Indonesia","{'location': {'lat': 2.7511722, 'lng': 98.31128749999999}, 'viewport': {'northeast': {'lat': 2.752422429892722, 'lng': 98.31272232989272}, 'southwest': {'lat': 2.749722770107278, 'lng': 98.31002267010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Pakpak Culture Association (CGC),ChIJf73NVQBIMDARe3C-FkzCndw,ChIJf73NVQBIMDARe3C-FkzCndw,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109244474114098045755"">Jusup</a>'], 'photo_reference': 'AUGGfZntngMWzaXxa6xjcsmf6m-10JsVbJDIJhXS0Onk457w9P1AA69JwSaXIEfLrXIRlT1JCH94_m7Q-0f8a8pBznLki67YDOSBWEDxStSlkbYEHGsrUcrer9e9gYNN5WFzB-xW51P6Z2SW5wZa4astK9khSViDb561R_SmrPIskHaG4vg3', 'width': 4032}]",,4.0,44.0,,https://www.google.com/maps/place/?q=place_id:ChIJf73NVQBIMDARe3C-FkzCndw
"M95V+WP, Lae Hole, Parbuluan, Dairi Regency, North Sumatra, Indonesia","{'location': {'lat': 2.6598226, 'lng': 98.3942802}, 'viewport': {'northeast': {'lat': 2.661168079892723, 'lng': 98.39563982989273}, 'southwest': {'lat': 2.658468420107278, 'lng': 98.39294017010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gerbang TWA Sicike Cike,ChIJc2dNnMUxMDAR-b0jEBvnuBU,ChIJc2dNnMUxMDAR-b0jEBvnuBU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,,5.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJc2dNnMUxMDAR-b0jEBvnuBU
"Q5RX+FRV, Bulu Duri, Lae Parira, Dairi Regency, North Sumatra 22281, Indonesia","{'location': {'lat': 2.7912256, 'lng': 98.1995635}, 'viewport': {'northeast': {'lat': 2.792588479892722, 'lng': 98.20102022989273}, 'southwest': {'lat': 2.789888820107278, 'lng': 98.19832057010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Parhonasan (kebun Nenas) Sidumpe Anturi,ChIJ5TUte-NBMDARH_dKqeS3S7s,ChIJ5TUte-NBMDARH_dKqeS3S7s,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106285713663460663199"">Christinaloviannabakara 15</a>'], 'photo_reference': 'AUGGfZnlUzVrz_FdmZ_ZbkchD3Ks8CtNQURuPfj4f3aSBUwRU0Hj8ASk00fcmisv1mSkqG2lyK2qO_ltxGlZZreQdVDt5uIIXpcij0VqXIgQpen0EJ-xiy3LeppsevE3fX448EcR7IE2Zgh4Lh1atpB5qTY8qflhGBzkltq-Rh9NCZVXB-Ac', 'width': 3120}]",,4.0,15.0,,https://www.google.com/maps/place/?q=place_id:ChIJ5TUte-NBMDARH_dKqeS3S7s
"P877+73, Sidiangkat, Sidikalang, Dairi Regency, North Sumatra, Indonesia","{'location': {'lat': 2.7142692, 'lng': 98.31417909999999}, 'viewport': {'northeast': {'lat': 2.716129579892722, 'lng': 98.31965620000003}, 'southwest': {'lat': 2.713429920107278, 'lng': 98.3123534}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ladang Gabriel Sianipar,ChIJ7RrNCTs3MDARVCwYBl5xZuA,ChIJ7RrNCTs3MDARVCwYBl5xZuA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,,0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJ7RrNCTs3MDARVCwYBl5xZuA
"Q6Q4+8R7, Bulu Duri, Lae Parira, Dairi Regency, North Sumatra 22281, Indonesia","{'location': {'lat': 2.7882905, 'lng': 98.2070382}, 'viewport': {'northeast': {'lat': 2.789521329892722, 'lng': 98.21093175000003}, 'southwest': {'lat': 2.786821670107277, 'lng': 98.20574035000001}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ucok panatapan buluduri,ChIJ9WW2s2dBMDARMfVrIB0oWR4,ChIJ9WW2s2dBMDARMfVrIB0oWR4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,,5.0,1.0,,https://www.google.com/maps/place/?q=place_id:ChIJ9WW2s2dBMDARMfVrIB0oWR4
"Jl. Olah Raga No.10, Belang Malum, Kec. Sidikalang, Kabupaten Dairi, Sumatera Utara 22218, Indonesia","{'location': {'lat': 2.7434276, 'lng': 98.3137751}, 'viewport': {'northeast': {'lat': 2.744762929892722, 'lng': 98.31514617989274}, 'southwest': {'lat': 2.742063270107277, 'lng': 98.31244652010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,西迪基朗,ChIJ9z89AB83MDARf_uUCdWEZR4,ChIJ9z89AB83MDARf_uUCdWEZR4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"[{'height': 648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111063686052108579197"">A Google User</a>'], 'photo_reference': 'AUGGfZmF9tcEy8mnWQdogXmocrGIZHgYnDBDYYjptaC3Va6aOpjloU9qJRh0onmha9JaJEJ3wAQdw9iUKcTj85zCK0GcCY3HTaLy1tCDKXY0Nzx_CZkwteUetwNY55gmTxISCybxta3gGH_ELnay6erVcjhOvOFvOMwh0Gx190iLalLJBG6W', 'width': 1152}]","{'compound_code': 'P8V7+9G Belang Malum, Dairi Regency, North Sumatra, Indonesia', 'global_code': '6MJWP8V7+9G'}",0.0,0.0,,https://www.google.com/maps/place/?q=place_id:ChIJ9z89AB83MDARf_uUCdWEZR4
"M92J+R66, Sitinjo, Dairi Regency, North Sumatra 22219, Indonesia","{'location': {'lat': 2.6520405, 'lng': 98.380501}, 'viewport': {'northeast': {'lat': 2.653390329892722, 'lng': 98.38185082989271}, 'southwest': {'lat': 2.650690670107278, 'lng': 98.37915117010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"""Sicike-cike"" Nature Park",ChIJaQeULkIxMDARnKJ6d8AJLgU,ChIJaQeULkIxMDARnKJ6d8AJLgU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109480223895743337655"">Irma 19</a>'], 'photo_reference': 'AUGGfZmll-XxiiUd9SgqluTlVYYu1jjMvGxXN-fjz1OHfbsoTwiXZJ7nnnDnral7UnXXtLltPyFcP48IyXDoYx9XqV0Pn-wBHhAgr8SsBaDxb3ACPhjXEn2PRQZwLdT8Yeh_lkbvDQ6P3MgnPTYWzlxroTpYAaBh3heNTUMUiU2VdlU63ns2', 'width': 2304}]",,4.2,42.0,,https://www.google.com/maps/place/?q=place_id:ChIJaQeULkIxMDARnKJ6d8AJLgU
"JC82+5Q9, Kuta Jungak, Siempat Rube, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.6154089, 'lng': 98.4019754}, 'viewport': {'northeast': {'lat': 2.616460329892722, 'lng': 98.40395072989273}, 'southwest': {'lat': 2.613760670107277, 'lng': 98.40125107010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sampurn lae tpu,ChIJe-gVrxMzMDARfZ-D-WfAM58,ChIJe-gVrxMzMDARfZ-D-WfAM58,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,,,0.0,0.0,True,https://www.google.com/maps/place/?q=place_id:ChIJe-gVrxMzMDARfZ-D-WfAM58
"G8MG+X93, Salak II, Salak, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.5348821, 'lng': 98.32590669999999}, 'viewport': {'northeast': {'lat': 2.536093179892722, 'lng': 98.32718512989271}, 'southwest': {'lat': 2.533393520107277, 'lng': 98.32448547010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ladang mpung Chan sindeka dalan Lae serdang,ChIJt8FOg10vMDARhCanO-vLK_o,ChIJt8FOg10vMDARhCanO-vLK_o,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,,,0.0,0.0,True,https://www.google.com/maps/place/?q=place_id:ChIJt8FOg10vMDARhCanO-vLK_o
"G98R+WCR, Lae Langge Namuseng, Sitellu Tali Urang Julu, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.5173532, 'lng': 98.39101269999999}, 'viewport': {'northeast': {'lat': 2.5182968, 'lng': 98.3932372}, 'southwest': {'lat': 2.5145224, 'lng': 98.39027119999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PH. AA1,ChIJj-bGWyMvMDARU2cPXXc_ARk,ChIJj-bGWyMvMDARU2cPXXc_ARk,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,,,0.0,0.0,True,https://www.google.com/maps/place/?q=place_id:ChIJj-bGWyMvMDARU2cPXXc_ARk
"M78X+RHF, Sukaramai, Kerajaan, Pakpak Bharat Regency, North Sumatra 22271, Indonesia","{'location': {'lat': 2.6670796, 'lng': 98.29885630000001}, 'viewport': {'northeast': {'lat': 2.668429429892722, 'lng': 98.30020612989273}, 'southwest': {'lat': 2.665729770107277, 'lng': 98.29750647010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Merhembur,ChIJnxs5gj87MDARvMe9ptT0JAg,ChIJnxs5gj87MDARvMe9ptT0JAg,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,,,0.0,0.0,True,https://www.google.com/maps/place/?q=place_id:ChIJnxs5gj87MDARvMe9ptT0JAg
"G89P+3FQ, Penanggalan Binanga Boang, Salak, Pakpak Bharat Regency, North Sumatra, Indonesia","{'location': {'lat': 2.5177067, 'lng': 98.33622349999999}, 'viewport': {'northeast': {'lat': 2.519120879892722, 'lng': 98.33769982989271}, 'southwest': {'lat': 2.516421220107278, 'lng': 98.33500017010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lae Simpeltuk,ChIJ3UMhuHMvMDARP6DyveJJeT4,ChIJ3UMhuHMvMDARP6DyveJJeT4,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,,,0.0,0.0,True,https://www.google.com/maps/place/?q=place_id:ChIJ3UMhuHMvMDARP6DyveJJeT4
