formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,reference,types,business_status,opening_hours,photos,rating,user_ratings_total,plus_code,permanently_closed,url
"39R5+R7J, Wowonda, South Tanimbar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.908399, 'lng': 131.3575856}, 'viewport': {'northeast': {'lat': -7.907030570107278, 'lng': 131.3589028298927}, 'southwest': {'lat': -7.909730229892722, 'lng': 131.3562031701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Labutwaman home,ChIJT-_COTZTJy0Ra89dsfdlK88,ChIJT-_COTZTJy0Ra89dsfdlK88,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJT-_COTZTJy0Ra89dsfdlK88
"QCF2+5P, Labobar, Wuar Labobar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.2270292, 'lng': 131.4032295}, 'viewport': {'northeast': {'lat': -7.225679370107278, 'lng': 131.4045793298927}, 'southwest': {'lat': -7.228379029892722, 'lng': 131.4018796701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Unjung jembatan,ChIJ59ZXSFXJJi0Rs_nL8qZZaXM,ChIJ59ZXSFXJJi0Rs_nL8qZZaXM,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104461536219073881501"">Dwi Wahyu Alfajar</a>'], 'photo_reference': 'AUGGfZmoD4ZA5ZKY0Nk-y0YhAH6xJO9IKFZDc9dlSMgPVgeY9MMPPFE6eqjMziqe6ebiCIZpMqY6IKbVIk7Chsuhj0y2CTTvRRi8C84IirdTVHwBtkq8tHiV7y97W3TPCx21A-aGCz8ZybAZ_hJy0Ni9A_5OD89_tHj540tYtTIozx2jvuYI', 'width': 3264}]",0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJ59ZXSFXJJi0Rs_nL8qZZaXM
"28XQ+P64, Lauran, South Tanimbar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.9507314, 'lng': 131.3380887}, 'viewport': {'northeast': {'lat': -7.949381570107279, 'lng': 131.3394385298927}, 'southwest': {'lat': -7.952081229892722, 'lng': 131.3367388701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Timur,ChIJQS6N6N1VJy0R4XqcUQMFnMM,ChIJQS6N6N1VJy0R4XqcUQMFnMM,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJQS6N6N1VJy0R4XqcUQMFnMM
"9JWJ+584, Pantai Bumbul, Unnamed Road, Lumasebu, Kec. Kormomolin, Kab. Kepulauan Tanimbar, Maluku, Indonesia","{'location': {'lat': -7.604613000000001, 'lng': 131.6308206}, 'viewport': {'northeast': {'lat': -7.603221570107277, 'lng': 131.6320499298927}, 'southwest': {'lat': -7.605921229892721, 'lng': 131.6293502701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bumbul Beach Lumasebu,ChIJcTc9JkkXJy0RVOwaOdmmCD0,ChIJcTc9JkkXJy0RVOwaOdmmCD0,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJcTc9JkkXJy0RVOwaOdmmCD0
"QG88+4C, Awear Rumngeur, Wuar Labobar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.234674600000001, 'lng': 131.5160811}, 'viewport': {'northeast': {'lat': -7.233324770107279, 'lng': 131.5174309298928}, 'southwest': {'lat': -7.236024429892723, 'lng': 131.5147312701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pelabuhan OMAR,ChIJxQq02RTHJi0RbV8HIDdYY7k,ChIJxQq02RTHJi0RbV8HIDdYY7k,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112372527573873614653"">A Google User</a>'], 'photo_reference': 'AUGGfZkgOnyIH2R8C_b5TU0vorCGxloeoKznVO1uxN2ZFYqVMXhdYpervh6iYYe9dSjq3vYdQsWAwDEZmMbz3xpKEdzO287RgDavYn7s5qdFmrYTcfRWQM-P72sRwRVPEniRuTan0oDrU0u704Fqa9GdIkXHg2L-mTW4qUIuvlJlJgreYeJX', 'width': 4000}]",0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJxQq02RTHJi0RbV8HIDdYY7k
"2295+V4, Adodo Fordata, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -6.9803012, 'lng': 132.0077984}, 'viewport': {'northeast': {'lat': -6.978951370107279, 'lng': 132.0091482298927}, 'southwest': {'lat': -6.981651029892722, 'lng': 132.0064485701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Watu sira,ChIJ698mTTZ7Ji0RQUp6vXO1g0c,ChIJ698mTTZ7Ji0RQUp6vXO1g0c,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115847241954011810525"">A Google User</a>'], 'photo_reference': 'AUGGfZmQC02wmDj3oxdCDgYQ_1SICBrOqzMK9Rw5EtL5YEVHOnxyi5Qp3vy4M_VD4-4u5pivIEjzcworuVAJfi-MMd74f0D2QG4ahxm0jkeqqbbISZO3_LdJ7ETmSkWgCBSB0907rlkK4NKxWOSiqqubenQ81xhIJvPeGYBq1p-lb1LYdpiV', 'width': 1080}]",5.0,2.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJ698mTTZ7Ji0RQUp6vXO1g0c
"WXFP+XW2, Romean, Fordata, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.0751113, 'lng': 131.9872791}, 'viewport': {'northeast': {'lat': -7.073761470107279, 'lng': 131.9886289298927}, 'southwest': {'lat': -7.076461129892722, 'lng': 131.9859292701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Nukaha,ChIJrWI1GMZhJi0R4LLt_kuqMho,ChIJrWI1GMZhJi0R4LLt_kuqMho,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112819426269619321692"">A Google User</a>'], 'photo_reference': 'AUGGfZla9Mru9cYl0DeF7BrPEAHxSZeb-rbFS5uQkJ5YWCFzdXDMikQyvz8nny0C0LNY1NYtmNyd8KG3QBo2wLADAvTMQLsbL9D2ADczuegn_Djf4T2b8P3GU7sB-iJiYBTmXWDbt1w99mgMpnqc5JRE-vglhxVIO8xf9LP2fqEkiLV7RXRy', 'width': 4096}]",1.0,1.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJrWI1GMZhJi0R4LLt_kuqMho
"QMPC+J7, Lelingluan, Tanimbar Utara, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.2134418, 'lng': 131.6706346}, 'viewport': {'northeast': {'lat': -7.212091970107278, 'lng': 131.6719844298927}, 'southwest': {'lat': -7.214791629892722, 'lng': 131.6692847701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau farnusan,ChIJ982etsfrJi0RTx9LPJkoh6E,ChIJ982etsfrJi0RTx9LPJkoh6E,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJ982etsfrJi0RTx9LPJkoh6E
"MCPP+6R, Wunlah, Wuar Labobar, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -7.314435, 'lng': 131.4370917}, 'viewport': {'northeast': {'lat': -7.313067420107278, 'lng': 131.4384348298927}, 'southwest': {'lat': -7.315767079892722, 'lng': 131.4357351701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Buaya,ChIJqeANk4bPJi0RQgu4yoolsfs,ChIJqeANk4bPJi0RQgu4yoolsfs,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110891916596905638813"">A Google User</a>'], 'photo_reference': 'AUGGfZkeg1TnTUpGhB9K112NRaxcJJFySGyg2Nrt1Lk3FHYNmEjKMRoDU61sfXaOaCpAH6ZUTq5gx9-dLcT4CHgovUR8kCCEnrGxwvXa38Rl6GB0VVFQPd79_9L2jPg3w-ytE0-Ol9U5XlCwMqOQdgH6Vfz4w-ZzZWyZoWUJaUCJxk3hVsVl', 'width': 1280}]",0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJqeANk4bPJi0RQgu4yoolsfs
"V3RC+PVW, Adaut, Selaru, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -8.108135299999999, 'lng': 131.0721938}, 'viewport': {'northeast': {'lat': -8.106785470107278, 'lng': 131.0735436298928}, 'southwest': {'lat': -8.109485129892722, 'lng': 131.0708439701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,NYIAFAR WETAYAN,ChIJhXTMLjNZ3ywRDpUdl9AoqL0,ChIJhXTMLjNZ3ywRDpUdl9AoqL0,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJhXTMLjNZ3ywRDpUdl9AoqL0
"VWCP+VF, Namtabung, Selaru, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -8.127794, 'lng': 130.9361802}, 'viewport': {'northeast': {'lat': -8.126444170107279, 'lng': 130.9375300298927}, 'southwest': {'lat': -8.129143829892723, 'lng': 130.9348303701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Daiktutu Wermanassar,ChIJy0P9yRhh3ywR0zlhRbRqp6w,ChIJy0P9yRhh3ywR0zlhRbRqp6w,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,"[{'height': 4144, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107148047057491623707"">Lucky Titirloloby</a>'], 'photo_reference': 'AUGGfZnRWkEIliiSRrdNXxAWsf2PSRrnzQssv75GRdaEO2mziSJuSpeNWCGK4-OPHVBIbn2YhJSLNT3n6u8nSqVDX1IM8y7-syR7PZCu8LRGFXjQxsKtiXYu3OSyNUOD2boI4DghHewpYFAZdO6mD9ZL4iG0us8EVvGb_3O7x4VXr7ySwk7A', 'width': 1968}]",5.0,1.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJy0P9yRhh3ywR0zlhRbRqp6w
"V497+68W, Adaut, Selaru, Tanimbar Islands, Maluku, Indonesia","{'location': {'lat': -8.1318821, 'lng': 131.1133407}, 'viewport': {'northeast': {'lat': -8.130564270107278, 'lng': 131.1146746798927}, 'southwest': {'lat': -8.133263929892722, 'lng': 131.1119750201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,NYIAFAR WETIAYAN,ChIJCwUXZTlb3ywR5udYI2k_lZU,ChIJCwUXZTlb3ywR5udYI2k_lZU,"['tourist_attraction', 'point_of_interest', 'establishment']",CLOSED_TEMPORARILY,,,0.0,0.0,,True,https://www.google.com/maps/place/?q=place_id:ChIJCwUXZTlb3ywR5udYI2k_lZU
