formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,reference,types,photos,business_status,rating,user_ratings_total,opening_hours,plus_code,url
"2894+V6G, Buni'in Jaya, Piani, Tapin Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.9803125, 'lng': 115.3055781}, 'viewport': {'northeast': {'lat': -2.978962670107278, 'lng': 115.3069279298927}, 'southwest': {'lat': -2.981662329892722, 'lng': 115.3042282701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Riam Landung,ChIJi9OyfgCX5S0Rf7Rcj9Rxssw,ChIJi9OyfgCX5S0Rf7Rcj9Rxssw,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118220859775644836298"">A Google User</a>'], 'photo_reference': 'AUGGfZnU-z_wgO1ih10Tf42JJopT9s6qlrkUHnb_rpzFOvBk9fuKpnCCARpnwOScpAoSl1QMH-7alGMi5eGVjvQof-zJh2GKlZH1cWfaPeeKJ4qwbnjl7etXmSaSrvDtNZgi-Mtx2-CVBTSdmQxQnMZNkGxqqsKBHwFc51Qn4-Qc1IX-vlwl', 'width': 1600}]",OPERATIONAL,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJi9OyfgCX5S0Rf7Rcj9Rxssw
"35C7+8Q7, Rantau Kiwa, Tapin Utara, Tapin Regency, South Kalimantan 71152, Indonesia","{'location': {'lat': -2.9292216, 'lng': 115.164437}, 'viewport': {'northeast': {'lat': -2.927853170107278, 'lng': 115.1659051798927}, 'southwest': {'lat': -2.930552829892722, 'lng': 115.1632055201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Alun Alun Kota Rantau,ChIJw_UD2Oqk5S0RGTTtP2tVM4w,ChIJw_UD2Oqk5S0RGTTtP2tVM4w,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100307550234106293104"">Silvianti Dewi</a>'], 'photo_reference': 'AUGGfZlCZaz9-6r8_Ii8goV2IVbkzouWaIKKiRC5imWzUjIoZDm6JuwykeDw10Z9PlV7Tvpnm_DjCvWo44aVRG2ps7RiFh-qXCGqSHK4IpET6bC_SaIL0i7qOL8kLzbIHOJjH9mjj3mfUoWL5vX0Z5j5C6hKpID9KU6fExb2_Kyh_zb2blTk', 'width': 3024}]",OPERATIONAL,4.3,700.0,,,https://www.google.com/maps/place/?q=place_id:ChIJw_UD2Oqk5S0RGTTtP2tVM4w
"X6M8+WMW, Paring Guling, Bungur, Tapin Regency, South Kalimantan 71153, Indonesia","{'location': {'lat': -3.0151327, 'lng': 115.2167103}, 'viewport': {'northeast': {'lat': -3.013945999999999, 'lng': 115.2187105798927}, 'southwest': {'lat': -3.018692800000001, 'lng': 115.2160109201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,gunung lampinit,ChIJ7xzMkvW95S0Rlxx77oweG04,ChIJ7xzMkvW95S0Rlxx77oweG04,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 271, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108738990386791193700"">A Google User</a>'], 'photo_reference': 'AUGGfZlWvY7c-e7JaG08k0-hUQNG2UOEoXJgleVqlN7AviXgpnJv3NWetPy13L-KPaK5K0TqZBeHCkM0vxAQEDnhV09_z_3i8a30Z2x99X0gImJeDK06dKLwm9DAg9OKFfB2aO5y5t1fxtoCyrkV5YO5OBTGLXQt5wtutw-V9g7Eptouyvwa', 'width': 480}]",OPERATIONAL,5.0,1.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ7xzMkvW95S0Rlxx77oweG04
"2CGC+VC, Batung, Piani, Tapin Regency, South Kalimantan, Indonesia","{'location': {'lat': -2.9728652, 'lng': 115.4210916}, 'viewport': {'northeast': {'lat': -2.971400770107278, 'lng': 115.4223776798927}, 'southwest': {'lat': -2.974100429892723, 'lng': 115.4196780201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Dinding,ChIJR-RcgnWR5S0RAtQmyavxZz8,ChIJR-RcgnWR5S0RAtQmyavxZz8,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 1907, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100141071224632878830"">Jak Tomin</a>'], 'photo_reference': 'AUGGfZkrELO-Hr-xMUf5ddDytAOISIq7cij0fF_3F2rNKdd4yUPQom8G7x1d8LqBzhPFL8aAUpUeTA5mdhEMiWQhzL9Vdk0McX75AJd0T5v2GOZ9LnBqvaOzMmsh4jgM9GDGV4N3F4pIWYDWNKcFW8m9WgWL2zzw-GDzaFzAX2-4vMI87svw', 'width': 1080}]",OPERATIONAL,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJR-RcgnWR5S0RAtQmyavxZz8
"466M+R6J, Puncak Harapan, Lokpaikat, Tapin Regency, South Kalimantan 71154, Indonesia","{'location': {'lat': -2.8879118, 'lng': 115.2330308}, 'viewport': {'northeast': {'lat': -2.886848970107277, 'lng': 115.2339385798928}, 'southwest': {'lat': -2.889548629892722, 'lng': 115.2312389201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Sendang Rejo,ChIJ3V1dTU-j5S0RC5s4TL8SE-Q,ChIJ3V1dTU-j5S0RC5s4TL8SE-Q,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106818128492760253747"">A Google User</a>'], 'photo_reference': 'AUGGfZn9WSg7pdXMwYjT9wA9LvgvzRJjBrLtZRt3fP4026O6gK-MeD1NLVi-X5Qo4fvMH7rOJJvQ1S3TXBwXouc7i_76c0z3xRSFnLeu_sA_ZL7tgodmSb9u2dpd_RyAJG0SnxVVo-q91MRJ1OCqCv1WBh8pfZtOc4_Ppr2NrlCw1CaA8B4i', 'width': 1280}]",OPERATIONAL,4.9,7.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ3V1dTU-j5S0RC5s4TL8SE-Q
"27MJ+MC, Buni'in Jaya, Piani, Tapin Regency, South Kalimantan 71191, Indonesia","{'location': {'lat': -2.9656309, 'lng': 115.2811208}, 'viewport': {'northeast': {'lat': -2.964151470107278, 'lng': 115.2826268298927}, 'southwest': {'lat': -2.966851129892722, 'lng': 115.2799271701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemandian Sirang Pitu,ChIJ-TlorZS95S0RGofjCCrb744,ChIJ-TlorZS95S0RGofjCCrb744,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112440313043765429657"">Hidayat Rahman</a>'], 'photo_reference': 'AUGGfZkaGugFNYwUdQcjkLftYuJvYfCYMi-WKKAPZl7sFXhe8uvSe6Fg1X0XS_x7lF8-wC3bu5XABagN095u-9ABInPpxBEhe1CHOBZKXw5PP_41Lm0lCGdRkBObDSE3tIIg9DqFDAdkaWvZQpZvMl0dBl2ehGieOaFJLT67CukcrrnoKsiS', 'width': 1280}]",OPERATIONAL,4.5,2.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ-TlorZS95S0RGofjCCrb744
"W423+C2, Pualam Sari, Binuang, Tapin Regency, South Kalimantan 71183, Indonesia","{'location': {'lat': -3.0989241, 'lng': 115.1025298}, 'viewport': {'northeast': {'lat': -3.09537315, 'lng': 115.1039401298927}, 'southwest': {'lat': -3.10010775, 'lng': 115.1012404701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau biru bunuang,ChIJ74cO6JLH5S0R3or_yHQlM60,ChIJ74cO6JLH5S0R3or_yHQlM60,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ74cO6JLH5S0R3or_yHQlM60
"W4FG+VR4, Jalan Ahmad Yani, Tatakan, Kec. Tapin Sel., Kabupaten Tapin, Kalimantan Selatan 71185, Indonesia","{'location': {'lat': -3.0753506, 'lng': 115.1270755}, 'viewport': {'northeast': {'lat': -3.073976120107278, 'lng': 115.1283933298927}, 'southwest': {'lat': -3.076675779892723, 'lng': 115.1256936701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cemetery_grave-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cemetery_pinlet,Makam Datu Nuraya,ChIJb_DK-zO45S0RXCMIUxZlncw,ChIJb_DK-zO45S0RXCMIUxZlncw,"['cemetery', 'tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117529352211959592182"">Minak Jinggo</a>'], 'photo_reference': 'AUGGfZn4V4ua7Z3DM1WstS3vBBBSoSpQZ3mEa-ZOEJQKYPdWgMHJxxThFMyZdQj2T17fxhLwMB7U-ZFFde3M6vQ42u2ECMhh9U9u2lDaQKqcYAftl2a6Ar_O3a1lCPUdbkVO9Zqg8rsU1Ofe7vUuD_HCAjhCKHZNa-OT3QJ6oJ2IZFUJ8VNx', 'width': 1920}]",OPERATIONAL,4.5,235.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJb_DK-zO45S0RXCMIUxZlncw
"35F7+6JM, Rantau Kiwa, Tapin Utara, Tapin Regency, South Kalimantan 71152, Indonesia","{'location': {'lat': -2.9269156, 'lng': 115.1640387}, 'viewport': {'northeast': {'lat': -2.925576820107277, 'lng': 115.1653436298927}, 'southwest': {'lat': -2.928276479892722, 'lng': 115.1626439701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan Kota Rantau,ChIJs5M3A-el5S0R1oTxBztXg6o,ChIJs5M3A-el5S0R1oTxBztXg6o,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111508583128344641411"">A Google User</a>'], 'photo_reference': 'AUGGfZlvmOhWC9gYDGO8VLsJVO8k_1VOmkKAkeqIV0o_AbtUlvYihCr6kzKz-1FDIVBTNl2VvaJcdN53vL1vIa23W3739Y6rqEXKoIb1s87idtJGfly50RZkGJFT73Rv5OcrNktM_iT2gMxGK-aJtha9FUCsTQlazCgz3-bEeV1mqRsY1Exr', 'width': 1920}]",OPERATIONAL,4.4,8.0,,,https://www.google.com/maps/place/?q=place_id:ChIJs5M3A-el5S0R1oTxBztXg6o
"W5M4+C2V, Suato Lama, Salam Babaris, Tapin Regency, South Kalimantan 71185, Indonesia","{'location': {'lat': -3.0663962, 'lng': 115.1550527}, 'viewport': {'northeast': {'lat': -3.065043220107277, 'lng': 115.1564380298927}, 'southwest': {'lat': -3.067742879892722, 'lng': 115.1537383701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpangan kedanau hatiwin,ChIJeVBYZTu55S0Ra8Ygh-E9Hqs,ChIJeVBYZTu55S0Ra8Ygh-E9Hqs,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 2208, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117333125792789040292"">A Google User</a>'], 'photo_reference': 'AUGGfZlnKfjG-nQ_3a0hMcIGxtJ8giaDCCRGeVm0Tv3cEy2HB6010Gt3_ORcHzvKJvxZ-oKKtA207frVhh10SwYcVBVgZJLOw7wg4r2eF-5VmlMcG9ckBHOzPAKjgmN5B2FhTDgKZriblwNKsf51sD4S8zm7vtldX-IwTPN_wvG0kYeZLbPJ', 'width': 1242}]",OPERATIONAL,5.0,1.0,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJeVBYZTu55S0Ra8Ygh-E9Hqs
"W3QP+5HV, Tatakan, Tapin Selatan, Tapin Regency, South Kalimantan, Indonesia","{'location': {'lat': -3.0620036, 'lng': 115.0864362}, 'viewport': {'northeast': {'lat': -3.060692470107278, 'lng': 115.0877629798927}, 'southwest': {'lat': -3.063392129892722, 'lng': 115.0850633201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang 3 paunjunan,ChIJQxvSFOK35S0RHepu8DCPM-Y,ChIJQxvSFOK35S0RHepu8DCPM-Y,"['tourist_attraction', 'point_of_interest', 'establishment']",,OPERATIONAL,3.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJQxvSFOK35S0RHepu8DCPM-Y
"V5C9+QRH, Jl. Belakang Goa, RT.11Rw/RW.03, Batu Hapu, Kec. Hatungun, Kabupaten Tapin, Kalimantan Selatan, Indonesia","{'location': {'lat': -3.1281048, 'lng': 115.1696165}, 'viewport': {'northeast': {'lat': -3.126780720107277, 'lng': 115.1709473798927}, 'southwest': {'lat': -3.129480379892722, 'lng': 115.1682477201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Madu,ChIJJavik5vH5S0RMNRTMfkbQUg,ChIJJavik5vH5S0RMNRTMfkbQUg,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107675318225227265211"">iwan fals</a>'], 'photo_reference': 'AUGGfZmCG-ITPvlfCE0lmf--IqVVR77Sium8-sQUONNSfv6lKnOCZudgjXeRAAjXvkHPBoaXTyfIt4rk41lwadpaeGh1XIb0r1KGuCYa2RpSV-CcPPAkgNLersLmT4AjIPZLPuiRbwbamoxFyH2M2reoFDoJwLbwOd86nkJwPgRZ_eMvdksF', 'width': 3120}]",OPERATIONAL,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJJavik5vH5S0RMNRTMfkbQUg
"X4FF+QM, Suato Tatakan, Tapin Selatan, Tapin Regency, South Kalimantan 71181, Indonesia","{'location': {'lat': -3.02551, 'lng': 115.124174}, 'viewport': {'northeast': {'lat': -3.024160520107277, 'lng': 115.1255512798927}, 'southwest': {'lat': -3.026860179892722, 'lng': 115.1228516201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jalan A. Yani Tapin,ChIJo6Dwtiq55S0RBlRwmLsHS7E,ChIJo6Dwtiq55S0RBlRwmLsHS7E,"['tourist_attraction', 'point_of_interest', 'establishment']","[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102694657299519391250"">Melia Idroes</a>'], 'photo_reference': 'AUGGfZl49HVySBx5SIHa84NKixlDv-LhMIxc7nfuxn77Qf4AZ6mp3UwpK7r0fKBUUIlcVDyqo7flFrPW2U0vglg9Yboy0M-v5bWmN9PwTKYS5YcqZo04z1_e1yfk99wJ3_ZclEXguM1U_fzCt_At7IH4A8fjewVKmPMw8ftdI_KFm_sgZI5J', 'width': 3000}]",OPERATIONAL,4.0,2.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJo6Dwtiq55S0RBlRwmLsHS7E
