formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,business_status,opening_hours,plus_code,permanently_closed,url
"9G6R+PX, Gardu, Kiarapedes, Purwakarta Regency, West Java 41175, Indonesia","{'location': {'lat': -6.637566, 'lng': 107.542123}, 'viewport': {'northeast': {'lat': -6.636228320107278, 'lng': 107.5435740798927}, 'southwest': {'lat': -6.638927979892721, 'lng': 107.5408744201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SAUNG ULIN 2,"[{'height': 1816, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109138095433770593354"">maryudi aza</a>'], 'photo_reference': 'AUGGfZn5QKy82mRLEpOV39dB2G46yKBGH7_gj1ypeFX_vqi5PvCnMQlbOPXCEzUNtO9_a2iOO846IHgxtGLrFIgrNzLc5UMM2PdiTc1IJgNtHM3m7uCWIB6UP6WR0tAiXNMtrutJviF3FadVOhkVCKNp45DFZNyIzNPIrvFauU8Pith3l4Er', 'width': 4032}]",ChIJRfGsyLAbaS4RWPEEpqS8uak,5.0,ChIJRfGsyLAbaS4RWPEEpqS8uak,"['tourist_attraction', 'point_of_interest', 'establishment']",7.0,OPERATIONAL,,,,https://www.google.com/maps/place/?q=place_id:ChIJRfGsyLAbaS4RWPEEpqS8uak
"Blok, Dusun 2, Cibeber, Kec. Kiarapedes, Kabupaten Purwakarta, Jawa Barat 41175, Indonesia","{'location': {'lat': -6.663630599999999, 'lng': 107.5665386}, 'viewport': {'northeast': {'lat': -6.662546520107278, 'lng': 107.5678895298927}, 'southwest': {'lat': -6.665246179892722, 'lng': 107.5651898701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,AGROEDUWISATA DESA CIBEBER,"[{'height': 813, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100237223030643471548"">A Google User</a>'], 'photo_reference': 'AUGGfZmTBFXQEm3Rj1sbLQR_O8HE5yNsgx1EsYbEsHUr31WkeVSo4w_3cvcdc4itV5EAyStwgcufgcEK80Ssi-TqfkbZ6jxQq-DyuhAg3-Icv2wq8oZNCSlXYSw1EG0XclIlbA5s8Ls_aPBzizdeX7Pv6diLA1SpT-7JAKpxboLLwdlRIQY3', 'width': 1280}]",ChIJxVFGyO0baS4R2fCmfsKJLNE,5.0,ChIJxVFGyO0baS4R2fCmfsKJLNE,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,OPERATIONAL,{'open_now': True},"{'compound_code': '8HP8+GJ Cibeber, Purwakarta Regency, West Java, Indonesia', 'global_code': '6P598HP8+GJ'}",,https://www.google.com/maps/place/?q=place_id:ChIJxVFGyO0baS4R2fCmfsKJLNE
"8FFX+MQ, Cipeundeuy, Bojong, Purwakarta Regency, West Java, Indonesia","{'location': {'lat': -6.675773599999999, 'lng': 107.4994468}, 'viewport': {'northeast': {'lat': -6.673984470107277, 'lng': 107.5006315298927}, 'southwest': {'lat': -6.676684129892721, 'lng': 107.4979318701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Balong Om PutuElisa,,ChIJWXnafQwbaS4RSarGfrZ0G5g,0.0,ChIJWXnafQwbaS4RSarGfrZ0G5g,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,OPERATIONAL,,,,https://www.google.com/maps/place/?q=place_id:ChIJWXnafQwbaS4RSarGfrZ0G5g
"8FQV+2R, Kertasari, Bojong, Purwakarta Regency, West Java, Indonesia","{'location': {'lat': -6.662458, 'lng': 107.4946188}, 'viewport': {'northeast': {'lat': -6.661108170107277, 'lng': 107.4959686298927}, 'southwest': {'lat': -6.663807829892721, 'lng': 107.4932689701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Panorama Buah Gede Pamalayan,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106118502357111881592"">IT Staff Workshop</a>'], 'photo_reference': 'AUGGfZlw0erSriOB4Lo1WSjrc9R3Ixtt9sQeL93k89a8kgo2aRyxNXxO9vh6ByCwIpgXEPlbBcYOnv7-0qeiN7bccv5CHwigL4BESEUvdarrK9OGH2dPY1CmC0nCrXEd_zEqQN9sCI4kPlf0r9EiPYxOo0kVASjv1CkDZjXtTfBysNujsV2p', 'width': 3264}]",ChIJqb8mnTYbaS4RbD_Vg3PFfTU,4.3,ChIJqb8mnTYbaS4RbD_Vg3PFfTU,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,OPERATIONAL,,,,https://www.google.com/maps/place/?q=place_id:ChIJqb8mnTYbaS4RbD_Vg3PFfTU
"Jalan, Girang, Cikeris, Bojong, Purwakarta Regency, West Java 41164, Indonesia","{'location': {'lat': -6.7055655, 'lng': 107.5238901}, 'viewport': {'northeast': {'lat': -6.704282520107278, 'lng': 107.5252062298927}, 'southwest': {'lat': -6.706982179892722, 'lng': 107.5225065701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MULYA TIRTA,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115523964914589845646"">A Google User</a>'], 'photo_reference': 'AUGGfZmIqrVz6vOFS13ji_cmt92mAwmwMpHBrF57hOjT0NyDRRUqZzliX8ycARlrmN6daFB7K_i98d5ORN81R1s4bV0CVTvvKRvMo-_lcE2n1IhSEEaXJOrM8QDlo_lvjXZ9qoxYE4BpPU1Blqj5MqinTj_Wo_1QRahEpdGdUMwFgW0QFRx5', 'width': 1080}]",ChIJ4z_Z5lgdaS4RligITyDSKS8,5.0,ChIJ4z_Z5lgdaS4RligITyDSKS8,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,OPERATIONAL,,"{'compound_code': '7GVF+QH Cikeris, Purwakarta Regency, West Java, Indonesia', 'global_code': '6P597GVF+QH'}",,https://www.google.com/maps/place/?q=place_id:ChIJ4z_Z5lgdaS4RligITyDSKS8
"7GCJ+2R, Pasanggrahan, Bojong, Purwakarta Regency, West Java, Indonesia","{'location': {'lat': -6.7299601, 'lng': 107.5320896}, 'viewport': {'northeast': {'lat': -6.727954770107278, 'lng': 107.5333712298927}, 'southwest': {'lat': -6.730654429892722, 'lng': 107.5306715701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SaungTajur,,ChIJ_RloPwAdaS4Ry-Dl28dBh1k,0.0,ChIJ_RloPwAdaS4Ry-Dl28dBh1k,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,OPERATIONAL,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_RloPwAdaS4Ry-Dl28dBh1k
"Selaawi, Cipancar, Kec. Serangpanjang, Kabupaten Subang, Jawa Barat 41282, Indonesia","{'location': {'lat': -6.7015454, 'lng': 107.5847024}, 'viewport': {'northeast': {'lat': -6.700195570107277, 'lng': 107.5860522298927}, 'southwest': {'lat': -6.702895229892721, 'lng': 107.5833525701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Cilamaya (selaawi desa cipancar),"[{'height': 809, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103747382436510156395"">Sudirman Pengacau</a>'], 'photo_reference': 'AUGGfZlIBNrc6wDxqCyl34HcogYYotPGdT8MNFuNZdes8wHMKbQ1R4Ai7efd-OT7uT0PuMCkmBVtfknQDK8mHGvGLGB5Dv5bIJlcks3S9AYfPK-0tnVGHQZJBMA8joG7GgjVwybbQilEZChZDtTihil-WtdsnL7qAekU3UeQQxhYzJ49qtl0', 'width': 1080}]",ChIJ2aZRwaIeaS4Rws8HFv7y3LI,4.0,ChIJ2aZRwaIeaS4Rws8HFv7y3LI,"['tourist_attraction', 'point_of_interest', 'establishment']",42.0,OPERATIONAL,{'open_now': False},"{'compound_code': '7HXM+9V Cipancar, Subang Regency, West Java, Indonesia', 'global_code': '6P597HXM+9V'}",,https://www.google.com/maps/place/?q=place_id:ChIJ2aZRwaIeaS4Rws8HFv7y3LI
"Jl. Raya Barat Wanayasa, Wanayasa, Kec. Wanayasa, Kabupaten Purwakarta, Jawa Barat 41174, Indonesia","{'location': {'lat': -6.678346299999999, 'lng': 107.5560101}, 'viewport': {'northeast': {'lat': -6.676995870107278, 'lng': 107.5573623298927}, 'southwest': {'lat': -6.679695529892721, 'lng': 107.5546626701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/cafe_pinlet,Kedai Kopi Sisi Situ Wanayasa,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101418804872422406724"">Bona Sipahutar</a>'], 'photo_reference': 'AUGGfZmy_RNxgw5LzqUUouKYRb-KIfPP94cuj1Yuc8FAurlERL1vCwFHoCLraSeHm6VjetOlitpzoGRGqtHxQLruKAjzZF-HpYNNI8kapYyrJOvIhoKaHwXO1i8Uzvj9k98q-MsJ2mGIJdmCh0Su_hRruusRjxjee-TRL0T8ZiOBd4yagm34', 'width': 4000}]",ChIJoQnBlzMbaS4RBMMra11q43s,4.3,ChIJoQnBlzMbaS4RBMMra11q43s,"['tourist_attraction', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",1661.0,OPERATIONAL,{'open_now': False},"{'compound_code': '8HC4+MC Wanayasa, Purwakarta Regency, West Java, Indonesia', 'global_code': '6P598HC4+MC'}",,https://www.google.com/maps/place/?q=place_id:ChIJoQnBlzMbaS4RBMMra11q43s
"Kp.Cipicung, Cileunca, Kec. Bojong, Kabupaten Purwakarta, Jawa Barat 41164, Indonesia","{'location': {'lat': -6.6660021, 'lng': 107.4886475}, 'viewport': {'northeast': {'lat': -6.665124020107278, 'lng': 107.49085095}, 'southwest': {'lat': -6.667823679892722, 'lng': 107.48203715}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Healing stones,,ChIJGZD7AxsbaS4R-UQEn2PUzi4,0.0,ChIJGZD7AxsbaS4R-UQEn2PUzi4,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,OPERATIONAL,{'open_now': True},"{'compound_code': '8FMQ+HF Cileunca, Purwakarta Regency, West Java, Indonesia', 'global_code': '6P598FMQ+HF'}",,https://www.google.com/maps/place/?q=place_id:ChIJGZD7AxsbaS4R-UQEn2PUzi4
"7GV7+95G, Pawenang, Bojong, Purwakarta Regency, West Java 41164, Indonesia","{'location': {'lat': -6.7057847, 'lng': 107.5141735}, 'viewport': {'northeast': {'lat': -6.704959420107278, 'lng': 107.5149762798927}, 'southwest': {'lat': -6.707659079892722, 'lng': 107.5122766201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Saung balong,"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114756527778722712142"">A Google User</a>'], 'photo_reference': 'AUGGfZm3Ed0Sk9-XRMG7jvgRIZDR2tD02ZN5DwrrjRtWawtA2b7rZO8p1TYmSRFVvwaeLwrtt9zftSpPb-OWtOWCmA8WPscCWbCCcZ-FNZrbjkD1MyGOL-3kuKNXMa1u2xgGA2fE8zGt6okxHqixdXOUBYrRA_f0bhcBqWwRWrIpxMr4WKG1', 'width': 8000}]",ChIJJXS0XwAdaS4Rn56tNcYJN_k,5.0,ChIJJXS0XwAdaS4Rn56tNcYJN_k,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,OPERATIONAL,,,,https://www.google.com/maps/place/?q=place_id:ChIJJXS0XwAdaS4Rn56tNcYJN_k
"9H3M+2JC, Ciracas, Kiarapedes, Purwakarta Regency, West Java 41175, Indonesia","{'location': {'lat': -6.647433899999999, 'lng': 107.5840279}, 'viewport': {'northeast': {'lat': -6.646022320107277, 'lng': 107.5853647798927}, 'southwest': {'lat': -6.648721979892721, 'lng': 107.5826651201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Panas Ciracas,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113361415241016977091"">Edie Jhe</a>'], 'photo_reference': 'AUGGfZlO2WZbPABwNX3lPivOG3u2hwtXvnzfDdDmJRFauC0SdWGpI0VPPbmYaxTGqy4lf944xxWjMzZqOxiZA7EbBCGMRN4QTWEHbUojhUI42mDPr-AC9jivaI__6UnCSf7lqBbs-7G7WiMR7BTmwIUbi64eXBhPzgGb3f6KUpBtsZZtep4p', 'width': 3840}]",ChIJmZSwO3oZaS4RTf1YgVnfD1o,4.1,ChIJmZSwO3oZaS4RTf1YgVnfD1o,"['tourist_attraction', 'point_of_interest', 'establishment']",368.0,OPERATIONAL,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJmZSwO3oZaS4RTf1YgVnfD1o
"9FHW+RXQ, Galudra, Purwakarta, Purwakarta Regency, West Java, Indonesia","{'location': {'lat': -6.6204125, 'lng': 107.4974844}, 'viewport': {'northeast': {'lat': -6.618974420107278, 'lng': 107.4989523298927}, 'southwest': {'lat': -6.621674079892721, 'lng': 107.4962526701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendung Pondok Salam,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111968211280814307791"">A Google User</a>'], 'photo_reference': 'AUGGfZmXTK70ZGqKem1eB_xqWhOdEX2Y-aZrPhcevKIUOL9TWrQ1OtYNg9AeZwSoZtBwcZOuassaQHMP5f8G3qUYnFu_iss2FrDxlcMcwFHHtJM3AhxEgj_63IORx0rbKMftyl3HXXe3aZ31Bu14HnbrCFRff6udGzPiEXereO8uPcAVIzzV', 'width': 4624}]",ChIJn7p2zL4aaS4R0COfNWfLGBY,4.7,ChIJn7p2zL4aaS4R0COfNWfLGBY,"['tourist_attraction', 'point_of_interest', 'establishment']",15.0,OPERATIONAL,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJn7p2zL4aaS4R0COfNWfLGBY
"CGJH+2PH, Wanawali, Cibatu, Purwakarta Regency, West Java 41181, Indonesia","{'location': {'lat': -6.570135899999999, 'lng': 107.52814}, 'viewport': {'northeast': {'lat': -6.568488720107278, 'lng': 107.5294796298927}, 'southwest': {'lat': -6.571188379892722, 'lng': 107.5267799701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan Wanawali,,ChIJ94TAziERaS4R0Dp5E8xdm9g,0.0,ChIJ94TAziERaS4R0Dp5E8xdm9g,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,OPERATIONAL,,,,https://www.google.com/maps/place/?q=place_id:ChIJ94TAziERaS4R0Dp5E8xdm9g
"9G23+9JP, Pondokbungur, Pondoksalam, Purwakarta Regency, West Java, Indonesia","{'location': {'lat': -6.6490385, 'lng': 107.5040721}, 'viewport': {'northeast': {'lat': -6.6462542, 'lng': 107.50778955}, 'southwest': {'lat': -6.649966599999999, 'lng': 107.50283295}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,sawahku,,ChIJb_GVms4baS4RDLDTzZLE6nY,0.0,ChIJb_GVms4baS4RDLDTzZLE6nY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,CLOSED_TEMPORARILY,,,True,https://www.google.com/maps/place/?q=place_id:ChIJb_GVms4baS4RDLDTzZLE6nY
