business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,url
OPERATIONAL,"342X+FPR, Penantian, Jarai, Lahat Regency, South Sumatra 31593, Indonesia","{'location': {'lat': -3.9487747, 'lng': 103.1492648}, 'viewport': {'northeast': {'lat': -3.947422370107278, 'lng': 103.1506689298927}, 'southwest': {'lat': -3.950122029892722, 'lng': 103.1479692701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Talang mertige lame,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117738625895075942541"">A Google User</a>'], 'photo_reference': 'AUGGfZm7ykaYUlbodUgGkffWn5KbeNyN7rljWTyfPl4tCRm7xV0BBhPvtUiTXG55CTukIv3-HIeH7cjPmJlmdWCtpoPHN4XZCgYLbITO9_XFEHRsGaM3Q_wzYNn-MWd6DS0UNuSh3vtWrlCcYpUkvEROussmZk-f0p0gq9ePCA7XgowVRguQ', 'width': 4160}]",ChIJu-6km7I_Ny4Rt9FKKmDDzsA,5.0,ChIJu-6km7I_Ny4Rt9FKKmDDzsA,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJu-6km7I_Ny4Rt9FKKmDDzsA
OPERATIONAL,"296R+3X9, Atung Bungsu, Dempo Selatan, Trans SP II Padang Muara Dua, Gumay Ulu, Trans SP II Padang Muara Dua, Kec. Gumay Ulu, Kabupaten Lahat, Sumatera Selatan 31356, Indonesia","{'location': {'lat': -3.9898475, 'lng': 103.3924755}, 'viewport': {'northeast': {'lat': -3.988497670107278, 'lng': 103.3938253298927}, 'southwest': {'lat': -3.991197329892722, 'lng': 103.3911256701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waterfall Curup Maung,,"[{'height': 2368, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108098489458508201253"">epong dasito</a>'], 'photo_reference': 'AUGGfZlcadKQNM6GC4_oP3CKW5AkAyq43l26mOM8Xvf597oo4jTZp-dllHmk01NSSxBJwx54wigv8XWXhvYFyfyQV4DX29D_UkewNMvC4WKyRbpZJRSiW4XZWIeM2_CRrGYG9EaeW-fjWGhTqDNyzymaNhulVmbJ2cUpXdq6nZnsqgGbYyEj', 'width': 4208}]",ChIJVVVVVeJXNy4Rn8cY2Uaw69E,4.4,ChIJVVVVVeJXNy4Rn8cY2Uaw69E,"['tourist_attraction', 'point_of_interest', 'establishment']",298.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJVVVVVeJXNy4Rn8cY2Uaw69E
OPERATIONAL,"J8WW+5V2, Unnamed Road, Lembak, Kec. Lembak, Kabupaten Muara Enim, Sumatera Selatan 31171, Indonesia","{'location': {'lat': -3.354617, 'lng': 104.347128}, 'viewport': {'northeast': {'lat': -3.353373220107278, 'lng': 104.3486386798927}, 'southwest': {'lat': -3.356072879892722, 'lng': 104.3459390201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Shuji Lembak,,"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116348417469666754875"">Urli Ganteng</a>'], 'photo_reference': 'AUGGfZmzaiEbTlbUUY7YLuKaL0zYrK4K2UrVCaJLN-B_yCYh92jRBT5FTIgFBhAnXFrGWZQArsAbWM3jw0MIL_s9_kkiHwGhFV15-5visVFZXaTYPc8uLUvBcthXakWW7qBj0I7D18h-gIpKam0f5omJdCBqYw_SZriQpbGc9WsjiVC8KyjK', 'width': 9248}]",ChIJFa-AKIbLOy4RIXZr5k-G1os,4.4,ChIJFa-AKIbLOy4RIXZr5k-G1os,"['tourist_attraction', 'point_of_interest', 'establishment']",729.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJFa-AKIbLOy4RIXZr5k-G1os
OPERATIONAL,"Dangku, Rambang Niru, Muara Enim Regency, South Sumatra 31172, Indonesia","{'location': {'lat': -3.3804977, 'lng': 104.0929233}, 'viewport': {'northeast': {'lat': -3.379299670107278, 'lng': 104.0939649798927}, 'southwest': {'lat': -3.381999329892722, 'lng': 104.0912653201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Desa Dangku,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114919442261082213920"">A Google User</a>'], 'photo_reference': 'AUGGfZn5L-1eMQ5C3wQ1gnr3f1kyoOnIKbwkNkHMARF90X6JGk3gi0KQ7Zct4JSTxge41Y9MWyuEvXMik7dA37-K-SGhG8oOc7Y_hGbKYWEWRP8fuIfaaqJUtA5brCy-15xkKvLTwf-nLE0yLUyuAzrIeDa_mz45_4TeBTfs9S1tpE4EDNBr', 'width': 3120}]",ChIJabFYIZY5Oi4RG_m7bjkrADI,5.0,ChIJabFYIZY5Oi4RG_m7bjkrADI,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"{'compound_code': 'J39V+R5 Dangku, Muara Enim Regency, South Sumatra, Indonesia', 'global_code': '6P86J39V+R5'}",,https://www.google.com/maps/place/?q=place_id:ChIJabFYIZY5Oi4RG_m7bjkrADI
OPERATIONAL,"3F44+RHW, Lubuk Selo, Gumay Ulu, Lahat Regency, South Sumatra 31461, Indonesia","{'location': {'lat': -3.9428918, 'lng': 103.4564415}, 'viewport': {'northeast': {'lat': -3.942068600000001, 'lng': 103.4571842798927}, 'southwest': {'lat': -3.9453614, 'lng': 103.4544846201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curup Buluh Lahat,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118383081097067443919"">A Google User</a>'], 'photo_reference': 'AUGGfZnuIZiBFL9zqpwZ2KHFccbp0HzWYN6FY4ZaGQs9gJ9I_jGZh9oT2cUW5JANjEdKqP84ZQ6cJcmLR9dx5-E76jqCT_zYLZQuoU0WDrs4995aPgPRW-GDQ3eRj8aUnER6Bqjyu6x__UCHQFjw7EUPFZC_g8R-actHUigYKlsSxps_3PtS', 'width': 4160}]",ChIJF9uY-wteNy4Rj9pHH-nK2xc,4.3,ChIJF9uY-wteNy4Rj9pHH-nK2xc,"['tourist_attraction', 'point_of_interest', 'establishment']",257.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJF9uY-wteNy4Rj9pHH-nK2xc
,"Air Itam, Penukal, Penukal Abab Lematang Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.151119, 'lng': 104.0652887}, 'viewport': {'northeast': {'lat': -3.085187, 'lng': 104.0900621}, 'southwest': {'lat': -3.177956, 'lng': 104.018919}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Itam,,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112689603920038817045"">Fir Wendi</a>'], 'photo_reference': 'AUGGfZkw1X1FQwPqR67u60BIfbswyttS4BliPk7pYvLDUsBIJjRuruAKzHMqTxoCci12ZspCCt8Y7fcg76JzE0MbjI5WUH1Hgr470TSIx2ZRzVPp6wrljZpmQdCDDcGAar7aWIvCfBrwa5PZPhWUtBijdSpxMQM9S_h0fbq4AxQOxwxr4B37', 'width': 4000}]",ChIJMQyYTf1aOi4RYxj65LGH4UU,,ChIJMQyYTf1aOi4RYxj65LGH4UU,"['administrative_area_level_4', 'political']",,,,https://www.google.com/maps/place/?q=place_id:ChIJMQyYTf1aOi4RYxj65LGH4UU
OPERATIONAL,"6G3P+564, Tanjung Payang, Lahat, Lahat Regency, South Sumatra 31461, Indonesia","{'location': {'lat': -3.7971124, 'lng': 103.5355653}, 'viewport': {'northeast': {'lat': -3.795905170107278, 'lng': 103.5371316298927}, 'southwest': {'lat': -3.798604829892722, 'lng': 103.5344319701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TMC Benteng,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102188890744141904721"">A Google User</a>'], 'photo_reference': 'AUGGfZk1VEokdAyeQ6em5G1FRummUNbixHJOBh8WP8o3TMw2F9L2tBmeRhOfIJzsZuVYFro9ZqH6e3lCTIjIGwG1z3CtehW8x4U5o84v_MO3kdDDOEv_Vj7gwIyR9vK9ov1YRfVUiUIYlF8Dp8FbvKRy8A2agt8UESgyIShS7rwHYMcqqLj0', 'width': 3000}]",ChIJf-3txd5XNy4RrQdXYu0_vn4,4.4,ChIJf-3txd5XNy4RrQdXYu0_vn4,"['tourist_attraction', 'point_of_interest', 'establishment']",109.0,,,https://www.google.com/maps/place/?q=place_id:ChIJf-3txd5XNy4RrQdXYu0_vn4
OPERATIONAL,"Bumiayu, Tanah Abang, Penukal Abab Lematang Ilir Regency, South Sumatra 31314, Indonesia","{'location': {'lat': -3.348375, 'lng': 104.089186}, 'viewport': {'northeast': {'lat': -3.347051020107277, 'lng': 104.0906292298927}, 'southwest': {'lat': -3.349750679892722, 'lng': 104.0879295701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Wisata Candi Bumi Ayu,,"[{'height': 3240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100624361369990682226"">I Gede Arysandy Putra</a>'], 'photo_reference': 'AUGGfZnSoJyq0u718x3rUJib17EL32ao_WBHEAhFY5izNa7k4tz-0jFpt67_T6i5ZLxP_DRlc_x-tq21sLMex-J2z2_S_d2-vBRAyDIC7thTyPzD-qja9b1rCW14QuPMnw8vsPW_2Oi3xFAbPSVmzGtjRnxHKf2IuJGBLw34h7Zny74oUNlb', 'width': 5760}]",ChIJh6333T45Oi4Rf_Fc-SaCbWo,4.3,ChIJh6333T45Oi4Rf_Fc-SaCbWo,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.0,"{'compound_code': 'M32Q+JM Bumiayu, Penukal Abab Lematang Ilir Regency, South Sumatra, Indonesia', 'global_code': '6P86M32Q+JM'}",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJh6333T45Oi4Rf_Fc-SaCbWo
OPERATIONAL,"H3V7+3R3, Kuripan, Rambang Niru, Muara Enim Regency, South Sumatra 31172, Indonesia","{'location': {'lat': -3.4073561, 'lng': 104.0645331}, 'viewport': {'northeast': {'lat': -3.406076370107277, 'lng': 104.0660696798927}, 'southwest': {'lat': -3.408776029892722, 'lng': 104.0633700201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Lematang Kuripan,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105653543879914623669"">A Google User</a>'], 'photo_reference': 'AUGGfZnahBrWxn1313IRtWgAOmxNCZn_LqiXnhaArAhLkTCquMV_u25R6vaDM4xzsynoXrl1Jl42BHeiN5YIO5Ogs__kHU9lA6vgU5SQ-aUKuYa3OKj9xjnAtah1Q0b66OLj6IkyTQVTfqa5IS4MNVYcxdqdGXLNzCY59A95HuDy-c3GNmkT', 'width': 2592}]",ChIJs7N5O4s7Oi4RKauOEpmNUKI,5.0,ChIJs7N5O4s7Oi4RKauOEpmNUKI,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJs7N5O4s7Oi4RKauOEpmNUKI
OPERATIONAL,"2CR8+292, Sumber Karya, Gumay Ulu, Lahat Regency, South Sumatra 31356, Indonesia","{'location': {'lat': -3.9599934, 'lng': 103.4158858}, 'viewport': {'northeast': {'lat': -3.958647670107278, 'lng': 103.4172368798927}, 'southwest': {'lat': -3.961347329892722, 'lng': 103.4145372201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang tiga sekayun,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117395761447196885105"">Dafran Alhadj</a>'], 'photo_reference': 'AUGGfZllhfaMogOc8dUnkMQ0i9LMvrLhlSdjrlYwXmybJpE_NGEIvxaIWAnDZnoDZw9fqgC9v81JbkO5l0bTkBQbbwvKnAAR5_q-xxDXVWTi1ek4uL4iAvVfoQVhnczIJF3DG9BGe0milhe4CABJcl6FvdtBDsThadUoqhq8vjJAzx2pAcV8', 'width': 3024}]",ChIJE_f0cZpnNy4RbKdHZPvQmAI,4.0,ChIJE_f0cZpnNy4RbKdHZPvQmAI,"['tourist_attraction', 'point_of_interest', 'establishment']",9.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJE_f0cZpnNy4RbKdHZPvQmAI
OPERATIONAL,"M4P8+P4C, Raja, Tanah Abang, Penukal Abab Lematang Ilir Regency, South Sumatra 31314, Indonesia","{'location': {'lat': -3.3131823, 'lng': 104.1152661}, 'viewport': {'northeast': {'lat': -3.311825720107278, 'lng': 104.1166209798927}, 'southwest': {'lat': -3.314525379892722, 'lng': 104.1139213201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muara sungai,,,ChIJLzxPhLFJOi4R7Qp_iKhFmiU,5.0,ChIJLzxPhLFJOi4R7Qp_iKhFmiU,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJLzxPhLFJOi4R7Qp_iKhFmiU
OPERATIONAL,"23RW+Q7H, Teluk Kijing I, Lais, Musi Banyuasin Regency, South Sumatra 30757, Indonesia","{'location': {'lat': -2.9580732, 'lng': 104.0957473}, 'viewport': {'northeast': {'lat': -2.956581870107278, 'lng': 104.09661775}, 'southwest': {'lat': -2.959281529892722, 'lng': 104.09313595}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Solok Dai,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113418757133430696692"">Ahmad Kadapi</a>'], 'photo_reference': 'AUGGfZlBv2A_NpEg4m5EvhiWuNheY0P9N4BratnGBz6zLHQxU7eUaZ3k8Iyy5AUMYGgnwLwbOM9km8IZHtgE9TIhJ76uN1wnx7t47ORXsxRTo9Orqbhr_jAI-YfWzTvA7H6QI2jT3fjDBehd6vWJkaCsfSmiSbXvJuCdcaBbPx1JTsCaktdf', 'width': 4032}]",ChIJz6NTVJ_3Oi4RQ7yq0l1Emcs,5.0,ChIJz6NTVJ_3Oi4RQ7yq0l1Emcs,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJz6NTVJ_3Oi4RQ7yq0l1Emcs
OPERATIONAL,"7C3X+JP, Muara Tandi, Gumay Talang, Lahat Regency, South Sumatra, Indonesia","{'location': {'lat': -3.745879, 'lng': 103.4492887}, 'viewport': {'northeast': {'lat': -3.744529170107277, 'lng': 103.4506385298927}, 'southwest': {'lat': -3.747228829892721, 'lng': 103.4479388701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Tanah M Dali,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101475564909466637646"">Demmy Gumay</a>'], 'photo_reference': 'AUGGfZlcgFHGxgxSrTEUfWwcVuRPxqDnD_QL5g_6baQE2EIfswTCEEVQAtD3CgWefXGYFRV77HUZNZekdanoY9nQTIhat2Od3CsTb69JCooqb-hRSqtmDKF4pmY0bFUFchG2kfx-tWU-JEaCnbg0pNFtoCswcXLRFbwNAm6G5zLhiJcuX-eQ', 'width': 1080}]",ChIJy8T1hnRRNy4RkKzIk1BGuoU,5.0,ChIJy8T1hnRRNy4RkKzIk1BGuoU,"['park', 'point_of_interest', 'establishment']",2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJy8T1hnRRNy4RkKzIk1BGuoU
