name,reviews,main_category,categories,rating,address,link,coordinates
Jalur alternatif ke toll antasari,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"Jl. Atasyakur No.67, Cipayung, Kec. Cipayung, Kota Depok, Jawa Barat 16439",https://www.google.com/maps/place/Jalur+alternatif+ke+toll+antasari/data=!4m7!3m6!1s0x2e69e96730c654db:0x2d44a580914216f6!8m2!3d-6.4227414!4d106.8049095!16s%2Fg%2F11sbs30rky!19sChIJ21TGMGfpaS4R9hZCkYClRC0?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4227414, ""longitude"": 106.8049095}"
Komar,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"JVF9+2PF, Cisalak Ps., Kec. Cimanggis, Kota Depok, Jawa Barat",https://www.google.com/maps/place/Komar/data=!4m7!3m6!1s0x2e69ed0035c98c07:0xc24be107d6084bae!8m2!3d-6.3774328!4d106.8692961!16s%2Fg%2F11y3nnc_3s!19sChIJB4zJNQDtaS4RrksI1gfhS8I?authuser=0&hl=id&rclk=1,"{""latitude"": -6.377432799999999, ""longitude"": 106.8692961}"
PANTAI MAMPANG,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"Jl. Pramuka Raya No.17, Mampang, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16433",https://www.google.com/maps/place/PANTAI+MAMPANG/data=!4m7!3m6!1s0x2e69e900717e5819:0xa3a318e9277cce7c!8m2!3d-6.3946262!4d106.7950886!16s%2Fg%2F11vx3hn5cr!19sChIJGVh-cQDpaS4RfM58J-kYo6M?authuser=0&hl=id&rclk=1,"{""latitude"": -6.394626199999999, ""longitude"": 106.7950886}"
PPEMANCINGA TELAGA ALAM Bang Morro,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"Meruyung, Kec. Limo, Kota Depok, Jawa Barat 16515",https://www.google.com/maps/place/PPEMANCINGA+TELAGA+ALAM+Bang+Morro/data=!4m7!3m6!1s0x2e69ef814ce5163d:0xa8f502fa1c68c971!8m2!3d-6.3768246!4d106.7727197!16s%2Fg%2F11sryc3kzv!19sChIJPRblTIHvaS4RccloHPoC9ag?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3768246, ""longitude"": 106.7727197}"
Pancingan h.bukhori,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"Kp Bojong, Depok, Kec. Pancoran Mas, Kota Depok, Jawa Barat",https://www.google.com/maps/place/Pancingan+h.bukhori/data=!4m7!3m6!1s0x2e69eb00320ee0a3:0xc2e26ff02657efbb!8m2!3d-6.4039955!4d106.8258732!16s%2Fg%2F11ld8fzgkk!19sChIJo-AOMgDraS4Ru-9XJvBv4sI?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4039955, ""longitude"": 106.82587319999999}"
Pelunger bedahan,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"Jl. Sukatani No.51, RT.01/RW.03, Bedahan, Kec. Sawangan, Kota Depok, Jawa Barat 16519",https://www.google.com/maps/place/Pelunger+bedahan/data=!4m7!3m6!1s0x2e69e983e546a4f3:0x28982cd35785185d!8m2!3d-6.4168905!4d106.770929!16s%2Fg%2F11nxfts5r0!19sChIJ86RG5YPpaS4RXRiFV9MsmCg?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4168905, ""longitude"": 106.770929}"
Pemancingan bang kosim,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"JQ42+C46, Jl. Terbaik, Sawangan Lama, Kec. Sawangan, Kota Depok, Jawa Barat 16517",https://www.google.com/maps/place/Pemancingan+bang+kosim/data=!4m7!3m6!1s0x2e69e93c0c8417fd:0xc5cf85483bbebccb!8m2!3d-6.3939595!4d106.7502635!16s%2Fg%2F11rk8zrqrq!19sChIJ_ReEDDzpaS4Ry7y-O0iFz8U?authuser=0&hl=id&rclk=1,"{""latitude"": -6.393959499999999, ""longitude"": 106.75026349999999}"
RUMAH ANAK BADAK,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"Jl. Abdullah, Sawangan Baru, Kec. Sawangan, Kota Depok, Jawa Barat 16511",https://www.google.com/maps/place/RUMAH+ANAK+BADAK/data=!4m7!3m6!1s0x2e69e9004b192d29:0xb9076d3fef689b4d!8m2!3d-6.4030842!4d106.7767115!16s%2Fg%2F11vr9pjsg3!19sChIJKS0ZSwDpaS4RTZto7z9tB7k?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4030841999999994, ""longitude"": 106.77671149999999}"
Rumah Kinjot Sunatan,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"HPXM+8W3, Depok, Curug, Kec. Bojongsari, Kota Depok, Jawa Barat 16517",https://www.google.com/maps/place/Rumah+Kinjot+Sunatan/data=!4m7!3m6!1s0x2e69e91a60883f05:0xc42b54babab8e007!8m2!3d-6.4017469!4d106.734783!16s%2Fg%2F11v453hws_!19sChIJBT-IYBrpaS4RB-C4urpUK8Q?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4017469, ""longitude"": 106.734783}"
Rumah Sappaa,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"Jl. Masak No.17A, RT.06/RW16/RW.16, Beji, Kecamatan Beji, Kota Depok, Jawa Barat 16421",https://www.google.com/maps/place/Rumah+Sappaa/data=!4m7!3m6!1s0x2e69ed23c80230b1:0x9188eb01ebaa1b94!8m2!3d-6.3792076!4d106.8190253!16s%2Fg%2F11pw0bv4l5!19sChIJsTACyCPtaS4RlBuq6wHriJE?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3792076, ""longitude"": 106.81902529999999}"
Saung ema,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"JR6C+36J sirna jaya, Jl. Kampung Lio, Depok, Kec. Cilandak, Kota Depok, Jawa Barat 16431",https://www.google.com/maps/place/Saung+ema/data=!4m7!3m6!1s0x2e69eb00567824e3:0x3298e72083092105!8m2!3d-6.3897881!4d106.8205278!16s%2Fg%2F11vrv5by77!19sChIJ4yR4VgDraS4RBSEJgyDnmDI?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3897881, ""longitude"": 106.8205278}"
Saung silaturahmi,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"rt06 Jembatan pelangi No.06, Ratu Jaya, Cipayung, Depok City, West Java 16439",https://www.google.com/maps/place/Saung+silaturahmi/data=!4m7!3m6!1s0x2e69e90013e18bf1:0xd0bac25203b27128!8m2!3d-6.4199303!4d106.8089885!16s%2Fg%2F11vs68g3sb!19sChIJ8YvhEwDpaS4RKHGyA1LCutA?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4199303, ""longitude"": 106.8089885}"
Setu Gadog Depok Timur,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"JVG9+P9G, Situ Gadog, Cisalak Ps., Kec. Cimanggis, Kota Depok, Jawa Barat 16452",https://www.google.com/maps/place/Setu+Gadog+Depok+Timur/data=!4m7!3m6!1s0x2e69edc3d5ce50a5:0xee41bb2185781f8!8m2!3d-6.3731864!4d106.8684509!16s%2Fg%2F11sh7672pk!19sChIJpVDO1cPtaS4R-IFXGLIb5A4?authuser=0&hl=id&rclk=1,"{""latitude"": -6.3731864, ""longitude"": 106.8684509}"
Setu Rawabadak Depok Timur,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"HVG5+HP7, Situ Rawabadak, Jatijajar, Kec. Tapos, Kota Depok, Jawa Barat 16451",https://www.google.com/maps/place/Setu+Rawabadak+Depok+Timur/data=!4m7!3m6!1s0x2e69eb36f20ee2ef:0xbc57b1f218b2508f!8m2!3d-6.423576!4d106.8592829!16s%2Fg%2F11sh76g9z9!19sChIJ7-IO8jbraS4Rj1CyGPKxV7w?authuser=0&hl=id&rclk=1,"{""latitude"": -6.423576, ""longitude"": 106.8592829}"
TOWER IRENG,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"HRJJ+62M, Tirtajaya, Kec. Sukmajaya, Kota Depok, Jawa Barat",https://www.google.com/maps/place/TOWER+IRENG/data=!4m7!3m6!1s0x2e69eba988acbfe5:0xf50620ad1bd673de!8m2!3d-6.419402!4d106.8300341!16s%2Fg%2F11kryrcpqr!19sChIJ5b-siKnraS4R3nPWG60gBvU?authuser=0&hl=id&rclk=1,"{""latitude"": -6.419402, ""longitude"": 106.83003409999999}"
orang senang,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"JQF7+8F7, Cinangka, Kec. Sawangan, Kota Depok, Jawa Barat 16516",https://www.google.com/maps/place/orang+senang/data=!4m7!3m6!1s0x2e69ef003e2aff81:0x22f1c795fae080bd!8m2!3d-6.3767183!4d106.7636662!16s%2Fg%2F11vyj6xjkp!19sChIJgf8qPgDvaS4RvYDg-pXH8SI?authuser=0&hl=id&rclk=1,"{""latitude"": -6.376718299999999, ""longitude"": 106.76366619999999}"
pasir putih,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"HQQQ+83J, Jl. Kp. Rw. Denok, Rangkapan Jaya Baru, Kec. Pancoran Mas, Kota Depok, Jawa Barat 16434",https://www.google.com/maps/place/pasir+putih/data=!4m7!3m6!1s0x2e69e9b491917e93:0x5e78bbeeb6ec8ffd!8m2!3d-6.4116714!4d106.7876494!16s%2Fg%2F11rzr6drwc!19sChIJk36RkbTpaS4R_Y_stu67eF4?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4116713999999995, ""longitude"": 106.78764939999999}"
sasaran,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"HV99+X6J, Depok, Cilangkap, Kec. Tapos, Kota Depok, Jawa Barat 16458",https://www.google.com/maps/place/sasaran/data=!4m7!3m6!1s0x2e69ebd7e8a1254b:0xdf693751e296d963!8m2!3d-6.43003!4d106.8680196!16s%2Fg%2F11sty5sgyp!19sChIJSyWh6NfraS4RY9mW4lE3ad8?authuser=0&hl=id&rclk=1,"{""latitude"": -6.4300299999999995, ""longitude"": 106.8680196}"
