name,reviews,main_category,categories,rating,address,link,coordinates
Napak Tilas Seventeen - Graffiti Street Mantrijeron,11,Tujuan Wisata,"[""Tujuan Wisata""]",4.7,"Jl. Tirtodipuran No.36, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",https://www.google.com/maps/place/Napak+Tilas+Seventeen+-+Graffiti+Street+Mantrijeron/data=!4m7!3m6!1s0x2e7a57f85daa1489:0x9f78370b72baba3b!8m2!3d-7.818743!4d110.365244!16s%2Fg%2F11ty7b3ncq!19sChIJiRSqXfhXei4RO7q6cgs3eJ8?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8187429999999996, ""longitude"": 110.36524399999999}"
Kampung Wisata Pajeksan,9,Tujuan Wisata,"[""Tujuan Wisata""]",4.6,"Jl. Pajeksan No.4, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.google.com/maps/place/Kampung+Wisata+Pajeksan/data=!4m7!3m6!1s0x2e7a57881f2bd693:0xf5a3b0c9a5216c3b!8m2!3d-7.7963794!4d110.3653113!16s%2Fg%2F11c1q8kc_1!19sChIJk9YrH4hXei4RO2whpcmwo_U?authuser=0&hl=id&rclk=1,"{""latitude"": -7.796379399999999, ""longitude"": 110.3653113}"
Desa Wisata Sungai Code Jogja Kota,8,Tujuan Wisata,"[""Tujuan Wisata""]",4.8,"Jl. Lowanu, Rw 16 Mulyorejo, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",https://www.google.com/maps/place/Desa+Wisata+Sungai+Code+Jogja+Kota/data=!4m7!3m6!1s0x2e7a57a8934200db:0xb78e33e22bb6ee86!8m2!3d-7.8229089!4d110.3756894!16s%2Fg%2F11h2gwpb96!19sChIJ2wBCk6hXei4Rhu62K-Izjrc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8229089, ""longitude"": 110.3756894}"
Monumen Loko Diesel Bima Kunthing,7,Tujuan Wisata,"[""Tujuan Wisata""]",4.3,"6928+22P, Jl. Jend. Ahmad Yani, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.google.com/maps/place/Monumen+Loko+Diesel+Bima+Kunthing/data=!4m7!3m6!1s0x2e7a57144b3a466b:0x9e24b103a36a4e87!8m2!3d-7.7999002!4d110.3650813!16s%2Fg%2F11hzxjvjny!19sChIJa0Y6SxRXei4Rh05qowOxJJ4?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7999002, ""longitude"": 110.3650813}"
Lukis Wajah Jogja,5,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Ps. Beringharjo, Jl. Margo Mulyo, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.google.com/maps/place/Lukis+Wajah+Jogja/data=!4m7!3m6!1s0x2e7a5780aca2e5b1:0x753d7d522f66b80b!8m2!3d-7.7989897!4d110.3652335!16s%2Fg%2F11tnj67cby!19sChIJseWirIBXei4RC7hmL1J9PXU?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7989897, ""longitude"": 110.36523349999999}"
Pojok beteng jl. ibu ruswo,5,Tujuan Wisata,"[""Tujuan Wisata""]",4.4,"59W8+JJ4, Jl. Ibu Ruswo, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",https://www.google.com/maps/place/Pojok+beteng+jl.+ibu+ruswo/data=!4m7!3m6!1s0x2e7a57b7a78ed299:0x94b4d464cf436b!8m2!3d-7.8034876!4d110.3665867!16s%2Fg%2F11k6l4sfny!19sChIJmdKOp7dXei4Ra0PPZNS0lAA?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8034875999999995, ""longitude"": 110.3665867}"
Toko Semlidut - Oleh Oleh Jogja,5,Tujuan Wisata,"[""Tujuan Wisata""]",4.8,"Jl. Komp. Taman Sari, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",https://www.google.com/maps/place/Toko+Semlidut+-+Oleh+Oleh+Jogja/data=!4m7!3m6!1s0x2e7a57dbc94697c5:0x9d45471f7fe62f17!8m2!3d-7.8103517!4d110.3600562!16s%2Fg%2F11v17j1pgb!19sChIJxZdGydtXei4RFy_mfx9HRZ0?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8103517, ""longitude"": 110.36005619999999}"
Parkir bus taman pintar,4,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"59X9+76M, Jl. Secodiningratan, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",https://www.google.com/maps/place/Parkir+bus+taman+pintar/data=!4m7!3m6!1s0x2e7a57006c8a64a3:0xe6c518593594fb8a!8m2!3d-7.801672!4d110.3680244!16s%2Fg%2F11lcypdpc8!19sChIJo2SKbABXei4RivuUNVkYxeY?authuser=0&hl=id&rclk=1,"{""latitude"": -7.801672, ""longitude"": 110.3680244}"
Agro Tainment Wisata Kampung Markisa,3,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"Blunyahrejo, Karangwaru, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55241",https://www.google.com/maps/place/Agro+Tainment+Wisata+Kampung+Markisa/data=!4m7!3m6!1s0x2e7a59b7ac5a838f:0x280a09d2d9918fc1!8m2!3d-7.774189!4d110.3647986!16s%2Fg%2F11kfc781hw!19sChIJj4NarLdZei4RwY-R2dIJCig?authuser=0&hl=id&rclk=1,"{""latitude"": -7.774189, ""longitude"": 110.3647986}"
Bintang Pradana Jogja Tour,1,Tujuan Wisata,"[""Tujuan Wisata""]",4.0,"Jl. Pogung Rejo SIA XVI No.A-08, Pogung Kidul, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",https://www.google.com/maps/place/Bintang+Pradana+Jogja+Tour/data=!4m7!3m6!1s0x2e7a5965fb5139fd:0xbf2b47adeffff952!8m2!3d-7.7593783!4d110.3716453!16s%2Fg%2F11h6yw9lq3!19sChIJ_TlR-2VZei4RUvn_761HK78?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7593783, ""longitude"": 110.3716453}"
"KeTani Makmur, TR",1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"69C7+5V8, Kampung Bangirejo TR.II, RT./RW/RW.: 039, 011, Karangwaru, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta","https://www.google.com/maps/place/KeTani+Makmur,+TR/data=!4m7!3m6!1s0x2e7a59e310c20d83:0xe9ea9ae4f23a3bad!8m2!3d-7.7795793!4d110.3646937!16s%2Fg%2F11vhy873_v!19sChIJgw3CEONZei4RrTs68uSa6uk?authuser=0&hl=id&rclk=1","{""latitude"": -7.7795793, ""longitude"": 110.36469369999999}"
Sekretariat Desa Wisata Suryatman Danurejan Yogyakarta,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"6939+HFW, Jl. Jomblangan, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",https://www.google.com/maps/place/Sekretariat+Desa+Wisata+Suryatman+Danurejan+Yogyakarta/data=!4m7!3m6!1s0x2e7a57fa4fea636d:0x9a0ac5fe78e181e!8m2!3d-7.7961291!4d110.3686929!16s%2Fg%2F11twqppknr!19sChIJbWPqT_pXei4RHhiO51-soAk?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7961291, ""longitude"": 110.3686929}"
Tripoin Kota Yogyakarta - Bantul - Sleman,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"69J2+PCC, Jl. Dukuh Tambak, Tambi, Trihanggo, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55291",https://www.google.com/maps/place/Tripoin+Kota+Yogyakarta+-+Bantul+-+Sleman/data=!4m7!3m6!1s0x2e7a59f91131d061:0xbeafa5191192d347!8m2!3d-7.7681916!4d110.3510165!16s%2Fg%2F11vdz9skkt!19sChIJYdAxEflZei4RR9OSERmlr74?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7681916, ""longitude"": 110.3510165}"
Yogyakarta View,1,Tujuan Wisata,"[""Tujuan Wisata""]",5.0,"6968+2F7, Jl. Malioboro, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",https://www.google.com/maps/place/Yogyakarta+View/data=!4m7!3m6!1s0x2e7a590032037db1:0x1d973028554f997d!8m2!3d-7.7899518!4d110.366161!16s%2Fg%2F11vx4dww2c!19sChIJsX0DMgBZei4RfZlPVSgwlx0?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7899518, ""longitude"": 110.36616099999999}"
Gesta Store,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"Ngupasan, Karsttubing, Kota Yogyakarta, Daerah Istimewa Yogyakarta",https://www.google.com/maps/place/Gesta+Store/data=!4m7!3m6!1s0x2e7a5751c53709c9:0x625c0a999b6389ad!8m2!3d-7.8013672!4d110.3647568!16s%2Fg%2F11vwk9lbx_!19sChIJyQk3xVFXei4RrYljm5kKXGI?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8013672, ""longitude"": 110.3647568}"
Kali code.꧋ꦏꦭꦶꦕꦺꦴꦣꦺ,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"59PG+G3P, Keparakan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55152",https://www.google.com/maps/place/Kali+code.%EA%A7%8B%EA%A6%8F%EA%A6%AD%EA%A6%B6%EA%A6%95%EA%A6%BA%EA%A6%B4%EA%A6%A3%EA%A6%BA/data=!4m7!3m6!1s0x2e7a573a3c7cd6e1:0x70b2b2318f090b8a!8m2!3d-7.8136603!4d110.3752134!16s%2Fg%2F11k4xpdx5f!19sChIJ4dZ8PDpXei4RigsJjzGysnA?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8136603, ""longitude"": 110.37521339999999}"
Ko traveling,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"Jl. Sagan, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55221",https://www.google.com/maps/place/Ko+traveling/data=!4m7!3m6!1s0x2e7a5902bd4f78d7:0xcc2d90505b9cf90d!8m2!3d-7.7810314!4d110.3776709!16s%2Fg%2F11vq16dxjr!19sChIJ13hPvQJZei4RDfmcW1CQLcw?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7810314, ""longitude"": 110.3776709}"
Kota Yogyakarta,0,,,0.0,Daerah Istimewa Yogyakarta,https://www.google.com/maps/place/Kota+Yogyakarta/data=!4m7!3m6!1s0x2e7a5783a80c7c19:0x4b880677539abaa!8m2!3d-7.7974565!4d110.370697!16s%2Fg%2F11bzzzl_y3!19sChIJGXwMqINXei4Rqqs5dWeAuAQ?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7974565, ""longitude"": 110.37069699999999}"
MOGU' TOJUK GELUH,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"6968+6CP, Jl. P. Mangkubumi, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",https://www.google.com/maps/place/MOGU%27+TOJUK+GELUH/data=!4m7!3m6!1s0x2e7a590c4198075b:0x5a854161b019989e!8m2!3d-7.7891888!4d110.3660684!16s%2Fg%2F11kqvl2vy1!19sChIJWweYQQxZei4RnpgZsGFBhVo?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7891888, ""longitude"": 110.36606839999999}"
Trotoarsisibaratmalioboro,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"Jl. Malioboro No.189a, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",https://www.google.com/maps/place/Trotoarsisibaratmalioboro/data=!4m7!3m6!1s0x2e7a59004d311dc9:0x6d3863c409810855!8m2!3d-7.7903026!4d110.3661046!16s%2Fg%2F11vz82_7n4!19sChIJyR0xTQBZei4RVQiBCcRjOG0?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7903025999999995, ""longitude"": 110.3661046}"
malioboro ꧋ꦩꦭꦶꦪꦺꦴꦧꦺꦴꦫꦺꦴ,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"6967+3Q3, Jl. Ps. Kembang, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta",https://www.google.com/maps/place/malioboro+%EA%A7%8B%EA%A6%A9%EA%A6%AD%EA%A6%B6%EA%A6%AA%EA%A6%BA%EA%A6%B4%EA%A6%A7%EA%A6%BA%EA%A6%B4%EA%A6%AB%EA%A6%BA%EA%A6%B4/data=!4m7!3m6!1s0x2e7a593f5ee74241:0x848a7ceff8ab6ae6!8m2!3d-7.7898648!4d110.3644125!16s%2Fg%2F11kb1w25pp!19sChIJQULnXj9Zei4R5mqr-O98ioQ?authuser=0&hl=id&rclk=1,"{""latitude"": -7.789864799999999, ""longitude"": 110.3644125}"
꧋ꦄꦥꦄꦗ,0,Tujuan Wisata,"[""Tujuan Wisata""]",0.0,"Jl. Patehan Tengah No.20a, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",https://www.google.com/maps/place/%EA%A7%8B%EA%A6%84%EA%A6%A5%EA%A6%84%EA%A6%97/data=!4m7!3m6!1s0x2e7a57cb20be4c43:0xd569fe09f11122eb!8m2!3d-7.8126043!4d110.3605467!16s%2Fg%2F11sj5zvb1h!19sChIJQ0y-IMtXei4R6yIR8Qn-adU?authuser=0&hl=id&rclk=1,"{""latitude"": -7.812604299999999, ""longitude"": 110.3605467}"
