formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,plus_code,price_level,url
"F57G+4Q, Wuring, Kabupaten Sikka, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.537189, 'lng': 122.176993}, 'viewport': {'northeast': {'lat': -8.535839170107279, 'lng': 122.1783428298927}, 'southwest': {'lat': -8.538538829892723, 'lng': 122.1756431701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Timpusu uwa Jabal Baco,,ChIJzYPP53wFrS0RRnXcBhvmI5s,ChIJzYPP53wFrS0RRnXcBhvmI5s,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJzYPP53wFrS0RRnXcBhvmI5s
"8CV9+VWQ, Blidit, Kec. Waigete, Kabupaten Sikka, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.655289699999999, 'lng': 122.4198543}, 'viewport': {'northeast': {'lat': -8.653939870107276, 'lng': 122.4212041298927}, 'southwest': {'lat': -8.65663952989272, 'lng': 122.4185044701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Mean Miak,,ChIJfd0X1O7hrC0Rkvqqx8PxC5U,ChIJfd0X1O7hrC0Rkvqqx8PxC5U,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJfd0X1O7hrC0Rkvqqx8PxC5U
"Jl. Brai, Watugong, Kec. Alok Tim., Kabupaten Sikka, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.667296, 'lng': 122.2288163}, 'viewport': {'northeast': {'lat': -8.665946170107281, 'lng': 122.2301661298927}, 'southwest': {'lat': -8.668645829892725, 'lng': 122.2274664701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Maumere,,ChIJlYdyGwAZrS0RT4KuueOR_J4,ChIJlYdyGwAZrS0RT4KuueOR_J4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJlYdyGwAZrS0RT4KuueOR_J4
"95X9+HH3, Wailiti, Alok Barat, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6011188, 'lng': 122.1689284}, 'viewport': {'northeast': {'lat': -8.599768970107279, 'lng': 122.1702782298927}, 'southwest': {'lat': -8.602468629892723, 'lng': 122.1675785701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai B_LanK,,ChIJ2UYQawARrS0RR1r7Px0s4ec,ChIJ2UYQawARrS0RR1r7Px0s4ec,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2UYQawARrS0RR1r7Px0s4ec
"9F6G+72J, Wairterang, Waigete, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6392969, 'lng': 122.4750292}, 'viewport': {'northeast': {'lat': -8.637947070107277, 'lng': 122.4763790298927}, 'southwest': {'lat': -8.64064672989272, 'lng': 122.4736793701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wairterang,,ChIJCWyjbFDnrC0RFgIiEBxT7iA,ChIJCWyjbFDnrC0RFgIiEBxT7iA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJCWyjbFDnrC0RFgIiEBxT7iA
"759J+J4X, Ililewa, Watutedang, Kec. Lela, Kabupaten Sikka, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.7308846, 'lng': 122.1803562}, 'viewport': {'northeast': {'lat': -8.729513620107278, 'lng': 122.1816983798927}, 'southwest': {'lat': -8.732213279892722, 'lng': 122.1789987201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Watu tedang,,ChIJ15MrOgAjrS0RpEHyxt3PnOw,ChIJ15MrOgAjrS0RpEHyxt3PnOw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ15MrOgAjrS0RpEHyxt3PnOw
"CFCW+34, Runut, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5798407, 'lng': 122.4952549}, 'viewport': {'northeast': {'lat': -8.57864517010728, 'lng': 122.4968206298927}, 'southwest': {'lat': -8.581344829892723, 'lng': 122.4941209701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai patiahu,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111911553114436553069"">A Google User</a>'], 'photo_reference': 'AUGGfZlC24rw6TRFpa3CVbZi1bo5H6kWJksq5ULOpmLftRmGF6yX8t-uFmQXeCTAcEGncMZX7NvFcGyxfE1kTpHqrfGVcVf5By59XESUSwwSbuTkcYONwV7QbJbOkvWgkGIRMgPjJMQRQvqi22kPB9tLO27uIu7-HC-s9YQwUJdTTH_lYBPO', 'width': 4080}]",ChIJBVpd7tjlrC0RuzAjJNotFV4,ChIJBVpd7tjlrC0RuzAjJNotFV4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.3,3.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJBVpd7tjlrC0RuzAjJNotFV4
"C59J+MVJ, Wailiti, Alok Barat, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.580788499999999, 'lng': 122.1821332}, 'viewport': {'northeast': {'lat': -8.579087620107277, 'lng': 122.1832635798927}, 'southwest': {'lat': -8.58178727989272, 'lng': 122.1805639201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,B_Lank Beach,,ChIJu7U5OwAbrS0RonZbaccizm0,ChIJu7U5OwAbrS0RonZbaccizm0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,0.0,0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJu7U5OwAbrS0RonZbaccizm0
"C4XV+894, Wuring, Alok Barat, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.551742599999999, 'lng': 122.1434614}, 'viewport': {'northeast': {'lat': -8.550547820107278, 'lng': 122.1446499798927}, 'southwest': {'lat': -8.553247479892722, 'lng': 122.1419503201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,patisomba,,ChIJ6yBvh1EPrS0ReBkoL_SppHI,ChIJ6yBvh1EPrS0ReBkoL_SppHI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.0,2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6yBvh1EPrS0ReBkoL_SppHI
"8FC3+WG5, Egon Gahar, Mapitara, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.677734, 'lng': 122.453851}, 'viewport': {'northeast': {'lat': -8.6751297, 'lng': 122.45588075}, 'southwest': {'lat': -8.678602099999999, 'lng': 122.44776175}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KAWAH GUNUNG EGON,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103110354468057022532"">A Google User</a>'], 'photo_reference': 'AUGGfZn2wNn2Z9uPMtIe4x6wV9y4w5Tu4SNyD5lnWVZFdxkrGnkY0Jo6geubK3h5odR5XfLhDeKVGJrBDx_Joj1nNGZdbXR1_03oCwR4OEeAe0zEHFXoC3N3KRDQgpMMEOvTC-2E5tuDtHntbPro_dAMBBxL-a1LEbHSUSgNm8YcvLnA1SD6', 'width': 1040}]",ChIJRWtB35nnrC0R7iIEzVfLnag,ChIJRWtB35nnrC0R7iIEzVfLnag,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJRWtB35nnrC0R7iIEzVfLnag
"Jl. Raya Maumere - Magepanda, Wailiti, Kec. Alok Bar., Kabupaten Sikka, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.572296099999999, 'lng': 122.1952619}, 'viewport': {'northeast': {'lat': -8.570946270107276, 'lng': 122.1966117298928}, 'southwest': {'lat': -8.57364592989272, 'lng': 122.1939120701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taka mbo minang,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112100131239608064164"">A Google User</a>'], 'photo_reference': 'AUGGfZm92p6-TZi_bLThDA4MkGN_O_g3JD4FHC1u5-polZ5d2HfH9d3A3fbe93qytLBn5I4h_y63Oz1bpZSOe_RT4eGutSCljVFdocvNlRM-RrdePgkQAOKx_SR0tiAHddopbp1bcaxyelG8NiBy-C6AxIKF3GvVi4w0zrbeay0SWRSpAhWm', 'width': 4608}]",ChIJV9o4GrYbrS0RUzp-raJPJpE,ChIJV9o4GrYbrS0RUzp-raJPJpE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,3.0,2.0,,"{'compound_code': 'C5HW+34 Wailiti, Sikka Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q34C5HW+34'}",,https://www.google.com/maps/place/?q=place_id:ChIJV9o4GrYbrS0RUzp-raJPJpE
"9247+49, Tuwa, Tana Wawo, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6446752, 'lng': 122.0134651}, 'viewport': {'northeast': {'lat': -8.641868850000002, 'lng': 122.0152905298927}, 'southwest': {'lat': -8.645610650000004, 'lng': 122.0125908701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tiwu Pereposa,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106613594900403053689"">A Google User</a>'], 'photo_reference': 'AUGGfZn0SasasrayJ7HvXQNimGM06VP0KnvtVFuRtOt82TDw7a7mty8GK3PpdCX_8_ftXB7lmTnwBN9ZaW3D6YlFK5t3ur7kD-KcOOtkYd32I8eypTDVcb78ubaVTSU8Zx1McKzd9w_M4nTkCm5lIjNqJawk5-mXB_zxtPIDmJNvLLBCvqvt', 'width': 1200}]",ChIJxTXhbwATrS0R3SbfTE9VTg4,ChIJxTXhbwATrS0R3SbfTE9VTg4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,1.0,1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJxTXhbwATrS0R3SbfTE9VTg4
"74WV+P9, Tilang, Kec. Lela, Kabupaten Sikka, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.728947, 'lng': 122.1245287}, 'viewport': {'northeast': {'lat': -8.727157120107279, 'lng': 122.125338}, 'southwest': {'lat': -8.729856779892723, 'lng': 122.1221008}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Gubeng, pantai patimoa","[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112116333494022053265"">A Google User</a>'], 'photo_reference': 'AUGGfZkSV4BOg0x0mLitwSNrMq4nBV4UvbliWrpjIxQVuQu_YMD3rYXC5J0ItSzMKVXeVLck51yPjO2yuQBiEc9AFOJF8WkL6OCqzDJELOOVkz1cMvKo9KY-AkrhVHYc-HLhzizJeiMmfPhVcyxYvNei2JF6FVfmjMPK3khDVYcJzHZbVZcG', 'width': 3120}]",ChIJbcPWHgA9rS0REpUHfHQSi6k,ChIJbcPWHgA9rS0REpUHfHQSi6k,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJbcPWHgA9rS0REpUHfHQSi6k
