formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,rating,user_ratings_total,business_status,opening_hours,plus_code,url
"VHQH+RV, Sorkam Kanan, Sorkam Barat, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.8895747, 'lng': 98.5797419}, 'viewport': {'northeast': {'lat': 1.891328079892722, 'lng': 98.58065462989272}, 'southwest': {'lat': 1.888628420107277, 'lng': 98.57795497010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pasi Lawe,,ChIJ3eI0p7tRLjARv538MW1Cpqc,ChIJ3eI0p7tRLjARv538MW1Cpqc,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJ3eI0p7tRLjARv538MW1Cpqc
"PQ8J+VQ9, Pondok Batu, Sarudik, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.71717, 'lng': 98.7819767}, 'viewport': {'northeast': {'lat': 1.718519829892722, 'lng': 98.78332652989272}, 'southwest': {'lat': 1.715820170107278, 'lng': 98.78062687010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Pantai Pandaratan Sarudik, Pondok Ibu Aqila",,ChIJC9BLRQDzLjARrOGeGBLpk-s,ChIJC9BLRQDzLjARrOGeGBLpk-s,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,OPERATIONAL,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJC9BLRQDzLjARrOGeGBLpk-s
"RRJ2+RV9, Nauli, Sitahuis, Central Tapanuli Regency, North Sumatra 22618, Indonesia","{'location': {'lat': 1.8320328, 'lng': 98.8022311}, 'viewport': {'northeast': {'lat': 1.833382629892722, 'lng': 98.80358092989273}, 'southwest': {'lat': 1.830682970107278, 'lng': 98.8008812701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun panggabean,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112163618159486034740"">rafiqa sari</a>'], 'photo_reference': 'AUGGfZkeYUPazT78A4gD5-Y0gCZv2RXV3cj-nYUhGQfZXUuLpNred--Oe8inVjKTpW9vir-zUKdUsWSU55TiWZCGlkqpvREZIB7PZcW3_08zUs--jm7gXQubeny4YL0pEbC8Ux-R6d0igNU5i1HFbAOVvv7NRaHGB23CRTCSLnCRxobq90vU', 'width': 2268}]",ChIJQ6fQsZ5fLjARvJPGTH2ZDD4,ChIJQ6fQsZ5fLjARvJPGTH2ZDD4,"['tourist_attraction', 'point_of_interest', 'establishment']",4.9,7.0,OPERATIONAL,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJQ6fQsZ5fLjARvJPGTH2ZDD4
"Jl. Sibolga - Barus No.107, Unte Mungkur III, Kec. Kolang, Kabupaten Tapanuli Tengah, Sumatera Utara 22562, Indonesia","{'location': {'lat': 1.8360393, 'lng': 98.70494099999999}, 'viewport': {'northeast': {'lat': 1.837413329892722, 'lng': 98.70626957989272}, 'southwest': {'lat': 1.834713670107278, 'lng': 98.70356992010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Yanti suryani manik,,ChIJE5TIRABZLjAR2a72y_6IPcI,ChIJE5TIRABZLjAR2a72y_6IPcI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,OPERATIONAL,,"{'compound_code': 'RPP3+CX Unte Mungkur III, Central Tapanuli Regency, North Sumatra, Indonesia', 'global_code': '6MHWRPP3+CX'}",https://www.google.com/maps/place/?q=place_id:ChIJE5TIRABZLjAR2a72y_6IPcI
"WGHC+XGR Madani, Jl. Sibolga - Barus, Sosor Gadong, Kec. Sorkam Bar., Kabupaten Tapanuli Tengah, Sumatera Utara 22563, Indonesia","{'location': {'lat': 1.9299788, 'lng': 98.5212664}, 'viewport': {'northeast': {'lat': 1.931334529892722, 'lng': 98.52262052989272}, 'southwest': {'lat': 1.928634870107278, 'lng': 98.51992087010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Madani,,ChIJt1qaHgBTLjARynvfpcrQLHw,ChIJt1qaHgBTLjARynvfpcrQLHw,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJt1qaHgBTLjARynvfpcrQLHw
"VP85+M7P, Sipakpahi Aek Lobu, Kolang, Central Tapanuli Regency, North Sumatra 22562, Indonesia","{'location': {'lat': 1.8667118, 'lng': 98.7082157}, 'viewport': {'northeast': {'lat': 1.868061629892722, 'lng': 98.70956552989271}, 'southwest': {'lat': 1.865361970107277, 'lng': 98.70686587010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun Pare,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100949388462025186587"">Erick Tulus</a>'], 'photo_reference': 'AUGGfZlkXUdoN5UbDPXHylbb8v2e1Ge71jLdCHCDTP0Mxxy2mjOmzmg4wQr5yEp3_cYI8WMKW53el9RGLO6gWS2wVTLerf4r1RkMWesYHT562V-YXSOM1H1pSTO-_Vn5y-VgZBKrGj7QtQ3OAigQ4c4LAG62bljWhVv4YiAzpyXoE7jKbKgI', 'width': 2448}]",ChIJWQL7K1dZLjARkXRpDVbsHWU,ChIJWQL7K1dZLjARkXRpDVbsHWU,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,2.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJWQL7K1dZLjARkXRpDVbsHWU
"WQ84+GM, Hudopa Nauli, Kolang, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.9163157, 'lng': 98.7567211}, 'viewport': {'northeast': {'lat': 1.917757679892722, 'lng': 98.75782407989271}, 'southwest': {'lat': 1.915058020107278, 'lng': 98.75512442010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun aek toras,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111058837060097629180"">A Google User</a>'], 'photo_reference': 'AUGGfZn_6nZo47PNTDGT4XIUB3pAJbgzhtEARSH_CB_3mLx9yykeHh-YjBN_Y2RwzWTIvGkdmW4VRdSCiUXvWWcDiJrUeKFFIZ8JpAgDgNqx9RpmOfWUaftJO5Fp6UN2UqGbgusHvESnD1N-VJ2UeTe5VhoMLgWhtuGSALCaIv1S13qlLezp', 'width': 1280}]",ChIJWdV8DgBdLjAR4uwCCIXG5Es,ChIJWdV8DgBdLjAR4uwCCIXG5Es,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,1.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJWdV8DgBdLjAR4uwCCIXG5Es
"Jl. Sibolga - Barus Muarabolak No.Km 45, Siantar Ca, Kec. Sosorgadong, Kabupaten Tapanuli Tengah, Sumatera Utara 22564, Indonesia","{'location': {'lat': 1.9623233, 'lng': 98.54625229999999}, 'viewport': {'northeast': {'lat': 1.963058229892723, 'lng': 98.54713944999999}, 'southwest': {'lat': 1.960358570107278, 'lng': 98.54359085000002}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Aek Lubuk Tikko,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113458958529500094839"">Franc Nadeak</a>'], 'photo_reference': 'AUGGfZnHSmP9yIXAKE7dpsdo1y5jtcRRA6o2GecEqWW53cjbPaW4hON9bIA17aimc9Ydz7j4Px7aHRmfWlR_ObgExN-MiPD9BgLvbqfbFlBS4SjtF0o2nz6WuFiBaVeuycI91s9eZLUG_uSBJaCzmd-21L1KmB1xNTp-wNn5a8gRCPLTbASB', 'width': 4160}]",ChIJib9lnOpTLjARR93F2SUM21k,ChIJib9lnOpTLjARR93F2SUM21k,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,OPERATIONAL,,"{'compound_code': 'XG6W+WG Siantar Ca, Central Tapanuli Regency, North Sumatra, Indonesia', 'global_code': '6MHWXG6W+WG'}",https://www.google.com/maps/place/?q=place_id:ChIJib9lnOpTLjARR93F2SUM21k
"QQRC+H43, Unnamed Road, Tapian Nauli IV, Kec. Tapian Nauli, Kabupaten Tapanuli Tengah, Sumatera Utara 22618, Indonesia","{'location': {'lat': 1.7913799, 'lng': 98.7703009}, 'viewport': {'northeast': {'lat': 1.792666479892722, 'lng': 98.77199702989272}, 'southwest': {'lat': 1.789966820107278, 'lng': 98.76929737010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bair Falls,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104258600389444542177"">rahmad loebiz</a>'], 'photo_reference': 'AUGGfZmERzkr0C28OiQoyicXf9OJNqBWHp-bR1kDjtpSVrLaOE9yL3cXXZ9Kgeept6fgtA9zN8ayBNkaKWSlG2BibgJcRL1LZqTDMwbT-tUsRvlaiF2J56M_ZKEvIGj_RKMutU5ZnOCqFQctzKv4BFFlI55mvqJfX6vfml3f0-vXbbk6LD5J', 'width': 2592}]",ChIJ-YQqU4v1LjARnlym08bWV-s,ChIJ-YQqU4v1LjARnlym08bWV-s,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,36.0,OPERATIONAL,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ-YQqU4v1LjARnlym08bWV-s
"MRJF+972, Pandan, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.6808883, 'lng': 98.8231526}, 'viewport': {'northeast': {'lat': 1.682219229892722, 'lng': 98.82448097989273}, 'southwest': {'lat': 1.679519570107278, 'lng': 98.82178132010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Alun alun pandan,,ChIJV-iBVQDzLjAR15vFYo9TlyA,ChIJV-iBVQDzLjAR15vFYo9TlyA,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJV-iBVQDzLjAR15vFYo9TlyA
"PQ5V+GX9, Pondok Batu, Sarudik, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.7087882, 'lng': 98.7949714}, 'viewport': {'northeast': {'lat': 1.710138029892722, 'lng': 98.79632122989271}, 'southwest': {'lat': 1.707438370107278, 'lng': 98.79362157010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Pondok Batu,,ChIJYxPq-kPzLjARXUYC0-k1Nbk,ChIJYxPq-kPzLjARXUYC0-k1Nbk,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJYxPq-kPzLjARXUYC0-k1Nbk
"VGQW+Q4, Binasi, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.889449, 'lng': 98.54527999999999}, 'viewport': {'northeast': {'lat': 1.890798829892723, 'lng': 98.54662982989272}, 'southwest': {'lat': 1.888099170107278, 'lng': 98.54393017010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Karang Serambi Pasang,,ChIJteTvKwBTLjARLQ3QtN3b-RU,ChIJteTvKwBTLjARLQ3QtN3b-RU,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,0.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJteTvKwBTLjARLQ3QtN3b-RU
"QQ9G+5XV, Mela I, Tapian Nauli, Central Tapanuli Regency, North Sumatra 22618, Indonesia","{'location': {'lat': 1.7679891, 'lng': 98.7774093}, 'viewport': {'northeast': {'lat': 1.769297579892722, 'lng': 98.77858897989272}, 'southwest': {'lat': 1.766597920107278, 'lng': 98.77588932010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Golkar Mela 1,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115119199502930496045"">Radex Zebua</a>'], 'photo_reference': 'AUGGfZk_YqT3VYk_2gpR0p8dD5rNVWJct2N4CEoykjr5-4lbrFhVCcJTkybXe9tJrKGc6oTqZ_OsX1c2Lfckh3z16tSW1nIXQofnw9I_NYrZ_Tx2xP4dWXpctlbE7nLPZpWuCm4qn-gCqWyFq1MNUOgNRT1RB7Byq5dPgD2Bi_ZCNzRRxa2W', 'width': 4160}]",ChIJ48GbWfX1LjAR_83gQ375adM,ChIJ48GbWfX1LjAR_83gQ375adM,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,3.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJ48GbWfX1LjAR_83gQ375adM
"2C72+JR9, Padang Masiang, Barus, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 2.014033, 'lng': 98.40212199999999}, 'viewport': {'northeast': {'lat': 2.015379679892722, 'lng': 98.40345847989272}, 'southwest': {'lat': 2.012680020107278, 'lng': 98.40075882010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Makam Syeh Mahmud,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115596603654977027175"">A Google User</a>'], 'photo_reference': 'AUGGfZl5twNFQHvtWfjzZZA0n-QrXYiyFwm_FtOzlTo5IQnz7Y0OUuN72eGKYaqdu2yguYZkLkPvDNI5SPfGo7l4uisiK9_50PfgAL9iMwRYtgkkbMSVK_b7ZhzsbQaEmGxln15DwObFXc3Nd0hqvJXuQKcbe8mvaJW3nL9_Oh1uL23UgOQ', 'width': 4624}]",ChIJjYZ6kQKzLzARG93Fg2MOPbs,ChIJjYZ6kQKzLzARG93Fg2MOPbs,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,2.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJjYZ6kQKzLzARG93Fg2MOPbs
"MVQR+VGV, Hutanabolon, Tukka, Central Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 1.6897465, 'lng': 98.8913096}, 'viewport': {'northeast': {'lat': 1.691096329892722, 'lng': 98.89265942989273}, 'southwest': {'lat': 1.688396670107278, 'lng': 98.88995977010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok bambu,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105441809541544762790"">A Google User</a>'], 'photo_reference': 'AUGGfZldNcTMQTVz7u7lfmhIN5eZVsByY_3vd4gUBZWW1DDBoyTcp5AGiTzTYj1iseHld4itcY_Ou_UwNsBmfEMPRkcOwbLvAY8zr9FYnaEvBD0O7PPKZCUrRPAFXcI6Ikg0m-yHuGp-odZLsvO34zKfoaQhIyCJzn7cSqfoGj7EcxzacwNw', 'width': 1844}]",ChIJT_6-29aNLjARhh19ynbW9q8,ChIJT_6-29aNLjARhh19ynbW9q8,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,2.0,OPERATIONAL,,,https://www.google.com/maps/place/?q=place_id:ChIJT_6-29aNLjARhh19ynbW9q8
"PRGX+H29, Jl. Terminal Baru, Sibuluan Nauli, Kec. Pandan, Kabupaten Tapanuli Tengah, Sumatera Utara, Indonesia","{'location': {'lat': 1.7264201, 'lng': 98.8476218}, 'viewport': {'northeast': {'lat': 1.727644279892722, 'lng': 98.84830775000002}, 'southwest': {'lat': 1.724944620107278, 'lng': 98.84556394999997}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun mini,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116542741666822316079"">A Google User</a>'], 'photo_reference': 'AUGGfZk74kAwLF4mWmJ6ImYVCBy0kSl-0nA037e0UmXSrPTyDTotwg_WGWmmQ0GriD5RmX1CC71LvtTvX63Pka-HsPB8rV3ke9nzzOzgEOtAANJ2wPVXvgPYbe_BYAkcNVHIwKOZ87TGR-zr303lLfVgSg-2RxZPnbOPbuBvCQXmj_duuoA6', 'width': 4080}]",ChIJkbzONqKNLjAR8NfezjMsAb8,ChIJkbzONqKNLjAR8NfezjMsAb8,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,2.0,OPERATIONAL,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJkbzONqKNLjAR8NfezjMsAb8
